ED;ID;Estado_Civil
227;555;Viúvo
228;27;Divorciado
229;689;Divorciado
230;742;Solteiro
231;910;Casado
232;238;Solteiro
233;66;Divorciado
234;381;Viúvo
235;97;Solteiro
236;423;Viúvo
237;700;Viúvo
238;443;Divorciado
239;148;Divorciado
240;601;Casado
241;852;Divorciado
242;221;Viúvo
243;477;Casado
244;958;Divorciado
245;436;Casado
246;209;Viúvo
247;197;Solteiro
248;719;Viúvo
249;357;Viúvo
250;771;Viúvo
251;430;Viúvo
252;448;Casado
253;956;Divorciado
254;29;Solteiro
255;666;Viúvo
256;351;Casado
257;798;Divorciado
258;445;Viúvo
259;76;Casado
260;819;Solteiro
261;750;Solteiro
262;422;Solteiro
263;769;Viúvo
264;832;Divorciado
265;579;Viúvo
266;104;Divorciado
267;911;Divorciado
268;638;Solteiro
269;740;Viúvo
270;927;Casado
271;213;Divorciado
272;745;Solteiro
273;7;Casado
274;807;Solteiro
275;646;Solteiro
276;139;Viúvo
277;40;Solteiro
278;426;Viúvo
279;475;Divorciado
280;875;Divorciado
281;545;Casado
282;49;Solteiro
283;292;Casado
284;37;Solteiro
285;407;Viúvo
286;696;Casado
287;287;Solteiro
288;490;Divorciado
289;926;Viúvo
290;621;Casado
291;325;Divorciado
292;509;Divorciado
293;636;Solteiro
294;857;Casado
295;172;Divorciado
296;84;Solteiro
297;864;Divorciado
298;983;Casado
299;533;Viúvo
300;44;Divorciado
301;157;Viúvo
302;375;Divorciado
303;650;Solteiro
304;56;Solteiro
305;279;Viúvo
306;794;Casado
307;747;Divorciado
308;758;Solteiro
309;712;Solteiro
310;3;Viúvo
311;364;Casado
312;331;Viúvo
313;425;Solteiro
314;278;Divorciado
315;91;Casado
316;924;Casado
317;370;Casado
318;656;Viúvo
319;544;Viúvo
320;635;Solteiro
321;200;Casado
322;865;Casado
323;608;Solteiro
324;595;Viúvo
325;994;Solteiro
326;391;Casado
327;854;Solteiro
328;620;Viúvo
329;725;Solteiro
330;493;Divorciado
331;297;Viúvo
332;799;Divorciado
333;948;Solteiro
334;147;Viúvo
335;800;Viúvo
336;518;Solteiro
337;272;Solteiro
338;384;Casado
339;345;Divorciado
340;379;Viúvo
341;610;Divorciado
342;178;Casado
343;118;Solteiro
344;206;Viúvo
345;123;Divorciado
346;897;Viúvo
347;785;Casado
348;403;Divorciado
349;770;Solteiro
350;941;Casado
351;212;Solteiro
352;175;Casado
353;930;Casado
354;126;Viúvo
355;117;Solteiro
356;392;Divorciado
357;760;Casado
358;446;Divorciado
359;681;Casado
360;245;Solteiro
361;108;Casado
362;946;Viúvo
363;525;Solteiro
364;412;Divorciado
365;634;Divorciado
366;690;Casado
367;89;Divorciado
368;152;Casado
369;829;Casado
370;574;Casado
371;389;Solteiro
372;969;Solteiro
373;848;Solteiro
374;669;Divorciado
375;913;Casado
376;609;Divorciado
377;587;Solteiro
378;662;Solteiro
379;502;Casado
380;953;Divorciado
381;280;Viúvo
382;987;Casado
383;919;Casado
384;871;Divorciado
385;957;Solteiro
386;743;Divorciado
387;338;Divorciado
388;506;Casado
389;309;Viúvo
390;160;Divorciado
391;305;Solteiro
392;102;Viúvo
393;353;Divorciado
394;189;Viúvo
395;616;Casado
396;904;Casado
397;605;Casado
398;62;Casado
399;734;Casado
400;205;Viúvo
401;109;Solteiro
402;654;Casado
403;707;Divorciado
404;974;Divorciado
405;741;Viúvo
406;908;Casado
407;247;Viúvo
408;243;Divorciado
409;878;Divorciado
410;841;Casado
411;881;Viúvo
412;981;Divorciado
413;233;Casado
414;344;Viúvo
415;427;Viúvo
416;348;Viúvo
417;670;Divorciado
418;255;Casado
419;269;Divorciado
420;510;Viúvo
421;24;Casado
422;363;Casado
423;487;Casado
424;81;Solteiro
425;962;Solteiro
426;705;Viúvo
427;942;Viúvo
428;877;Viúvo
429;421;Viúvo
430;324;Casado
431;874;Casado
432;285;Divorciado
433;915;Casado
434;368;Solteiro
435;632;Divorciado
436;251;Viúvo
437;263;Solteiro
438;709;Divorciado
439;907;Casado
440;925;Divorciado
441;141;Viúvo
442;912;Casado
443;313;Solteiro
444;170;Divorciado
445;277;Casado
446;306;Solteiro
447;132;Divorciado
448;842;Solteiro
449;749;Divorciado
450;622;Casado
451;932;Casado
452;367;Divorciado
453;168;Casado
454;122;Viúvo
455;361;Casado
456;484;Divorciado
457;528;Divorciado
458;964;Casado
459;12;Casado
460;695;Solteiro
461;534;Divorciado
462;340;Solteiro
463;17;Divorciado
464;144;Solteiro
465;232;Casado
466;898;Casado
467;706;Casado
468;711;Viúvo
469;738;Viúvo
470;914;Divorciado
471;895;Divorciado
472;917;Casado
473;541;Viúvo
474;236;Viúvo
475;887;Casado
476;809;Viúvo
477;343;Solteiro
478;151;Casado
479;499;Viúvo
480;866;Viúvo
481;19;Viúvo
482;918;Viúvo
483;454;Divorciado
484;655;Casado
485;433;Viúvo
486;583;Viúvo
487;440;Divorciado
488;415;Solteiro
489;203;Divorciado
490;231;Viúvo
491;473;Viúvo
492;336;Casado
493;710;Solteiro
494;873;Casado
495;51;Viúvo
496;699;Solteiro
497;365;Viúvo
498;10;Solteiro
499;736;Solteiro
500;844;Solteiro
501;290;Solteiro
502;612;Casado
503;455;Divorciado
504;618;Divorciado
505;752;Viúvo
506;250;Casado
507;551;Viúvo
508;668;Divorciado
509;843;Divorciado
510;417;Casado
511;701;Viúvo
512;486;Divorciado
513;358;Casado
514;813;Viúvo
515;588;Viúvo
516;77;Viúvo
517;405;Divorciado
518;435;Casado
519;119;Divorciado
520;457;Viúvo
521;630;Casado
522;733;Casado
523;532;Casado
524;600;Solteiro
525;970;Solteiro
526;295;Viúvo
527;474;Viúvo
528;978;Viúvo
529;572;Viúvo
530;155;Casado
531;92;Casado
532;982;Divorciado
533;312;Casado
534;692;Solteiro
535;651;Divorciado
536;531;Viúvo
537;149;Solteiro
538;311;Divorciado
539;708;Casado
540;713;Divorciado
541;497;Viúvo
542;661;Casado
543;58;Solteiro
544;386;Divorciado
545;47;Casado
546;193;Solteiro
547;495;Divorciado
548;825;Solteiro
549;869;Divorciado
550;883;Casado
551;21;Casado
552;207;Divorciado
553;615;Casado
554;598;Viúvo
555;480;Casado
556;270;Divorciado
557;184;Divorciado
558;754;Casado
559;15;Casado
560;889;Solteiro
561;35;Divorciado
562;784;Solteiro
563;845;Divorciado
564;33;Solteiro
565;591;Casado
566;177;Casado
567;944;Casado
568;602;Viúvo
569;611;Viúvo
570;626;Divorciado
571;83;Divorciado
572;314;Casado
573;858;Viúvo
574;468;Viúvo
575;478;Casado
576;163;Viúvo
577;781;Solteiro
578;543;Casado
579;789;Viúvo
580;693;Viúvo
581;846;Viúvo
582;702;Viúvo
583;796;Divorciado
584;849;Casado
585;521;Viúvo
586;537;Viúvo
587;988;Divorciado
588;346;Solteiro
589;833;Divorciado
590;586;Viúvo
591;307;Viúvo
592;217;Casado
593;603;Solteiro
594;536;Casado
595;416;Viúvo
596;824;Solteiro
597;482;Viúvo
598;542;Solteiro
599;685;Solteiro
600;535;Solteiro
601;356;Viúvo
602;387;Solteiro
603;682;Solteiro
604;419;Solteiro
605;23;Viúvo
606;726;Viúvo
607;513;Casado
608;986;Solteiro
609;202;Viúvo
610;714;Divorciado
611;258;Divorciado
612;675;Divorciado
613;677;Solteiro
614;607;Solteiro
615;735;Divorciado
616;20;Viúvo
617;127;Divorciado
618;54;Divorciado
619;999;Divorciado
620;977;Solteiro
621;254;Divorciado
622;805;Casado
623;507;Casado
624;520;Viúvo
625;524;Divorciado
626;496;Divorciado
627;60;Solteiro
628;46;Divorciado
629;698;Viúvo
630;737;Viúvo
631;16;Divorciado
632;548;Divorciado
633;614;Divorciado
634;949;Casado
635;136;Viúvo
636;659;Divorciado
637;115;Solteiro
638;765;Divorciado
639;112;Solteiro
640;491;Divorciado
641;667;Casado
642;140;Divorciado
643;975;Divorciado
644;884;Viúvo
645;492;Solteiro
646;976;Casado
647;303;Viúvo
648;198;Divorciado
649;120;Viúvo
650;289;Casado
651;301;Casado
652;683;Casado
653;936;Viúvo
654;55;Viúvo
655;744;Casado
656;208;Casado
657;892;Solteiro
658;59;Solteiro
659;438;Viúvo
660;902;Viúvo
661;98;Solteiro
662;116;Viúvo
663;836;Solteiro
664;766;Divorciado
665;471;Viúvo
666;196;Viúvo
667;114;Divorciado
668;560;Divorciado
669;940;Divorciado
670;322;Viúvo
671;663;Solteiro
672;28;Divorciado
673;153;Solteiro
674;488;Solteiro
675;129;Divorciado
676;580;Viúvo
677;592;Viúvo
678;242;Solteiro
679;159;Viúvo
680;991;Solteiro
681;362;Divorciado
682;354;Viúvo
683;573;Casado
684;42;Solteiro
685;298;Viúvo
686;783;Solteiro
687;623;Viúvo
688;30;Solteiro
689;267;Viúvo
690;790;Divorciado
691;894;Casado
692;514;Viúvo
693;241;Divorciado
694;399;Solteiro
695;390;Divorciado
696;839;Casado
697;429;Viúvo
698;22;Viúvo
699;452;Viúvo
700;727;Casado
701;797;Viúvo
702;11;Viúvo
703;732;Viúvo
704;613;Divorciado
705;564;Divorciado
706;469;Divorciado
707;759;Casado
708;867;Viúvo
709;225;Solteiro
710;158;Viúvo
711;624;Solteiro
712;310;Solteiro
713;508;Viúvo
714;772;Divorciado
715;753;Viúvo
716;526;Divorciado
717;377;Casado
718;503;Casado
719;674;Casado
720;333;Divorciado
721;504;Divorciado
722;308;Viúvo
723;31;Casado
724;606;Divorciado
725;36;Casado
726;393;Viúvo
727;284;Solteiro
728;483;Solteiro
729;547;Divorciado
730;190;Solteiro
731;639;Solteiro
732;411;Viúvo
733;319;Divorciado
734;229;Casado
735;831;Solteiro
736;989;Divorciado
737;761;Solteiro
738;549;Divorciado
739;211;Viúvo
740;515;Solteiro
741;191;Solteiro
742;928;Divorciado
743;107;Casado
744;70;Casado
745;861;Solteiro
746;562;Solteiro
747;596;Divorciado
748;642;Divorciado
749;25;Solteiro
750;576;Casado
751;154;Viúvo
752;951;Solteiro
753;94;Divorciado
754;48;Solteiro
755;561;Casado
756;192;Viúvo
757;262;Viúvo
758;716;Viúvo
759;937;Viúvo
760;472;Viúvo
761;462;Casado
762;404;Divorciado
763;317;Casado
764;138;Casado
765;222;Solteiro
766;822;Solteiro
767;552;Casado
768;244;Divorciado
769;374;Divorciado
770;268;Solteiro
771;360;Casado
772;300;Solteiro
773;256;Divorciado
774;960;Viúvo
775;302;Viúvo
776;288;Solteiro
777;194;Viúvo
778;792;Divorciado
779;756;Casado
780;195;Casado
781;923;Casado
782;264;Solteiro
783;95;Divorciado
784;347;Casado
785;828;Casado
786;780;Casado
787;1000;Viúvo
788;394;Casado
789;604;Divorciado
790;773;Divorciado
791;590;Viúvo
792;257;Solteiro
793;929;Solteiro
794;164;Viúvo
795;979;Viúvo
796;802;Solteiro
797;909;Divorciado
798;180;Viúvo
799;227;Divorciado
800;795;Divorciado
801;464;Casado
802;186;Divorciado
803;68;Divorciado
804;439;Solteiro
805;728;Casado
806;821;Divorciado
807;5;Viúvo
808;757;Solteiro
809;479;Viúvo
810;641;Divorciado
811;886;Solteiro
812;939;Divorciado
813;133;Casado
814;111;Casado
815;182;Casado
816;397;Solteiro
817;637;Divorciado
818;731;Solteiro
819;125;Solteiro
820;326;Divorciado
821;803;Divorciado
822;444;Divorciado
823;652;Viúvo
824;617;Casado
825;239;Divorciado
826;187;Solteiro
827;648;Solteiro
828;485;Solteiro
829;214;Casado
830;952;Solteiro
831;282;Viúvo
832;959;Solteiro
833;570;Solteiro
834;271;Divorciado
835;704;Casado
836;554;Solteiro
837;274;Solteiro
838;501;Viúvo
839;916;Casado
840;283;Divorciado
841;971;Viúvo
842;984;Viúvo
843;93;Viúvo
844;179;Viúvo
845;8;Divorciado
846;581;Solteiro
847;870;Viúvo
848;337;Divorciado
849;585;Viúvo
850;299;Solteiro
851;804;Solteiro
852;26;Divorciado
853;679;Casado
854;903;Solteiro
855;876;Solteiro
856;980;Divorciado
857;686;Divorciado
858;449;Casado
859;142;Casado
860;316;Casado
861;162;Solteiro
862;806;Divorciado
863;466;Divorciado
864;899;Solteiro
865;997;Casado
866;458;Viúvo
867;2;Divorciado
868;993;Divorciado
869;121;Solteiro
870;791;Divorciado
871;14;Viúvo
872;181;Divorciado
873;665;Casado
874;855;Viúvo
875;434;Divorciado
876;188;Viúvo
877;837;Divorciado
878;339;Casado
879;150;Divorciado
880;938;Solteiro
881;64;Viúvo
882;558;Solteiro
883;359;Casado
884;786;Casado
885;840;Casado
886;453;Viúvo
887;65;Casado
888;568;Viúvo
889;955;Casado
890;9;Divorciado
891;293;Casado
892;185;Casado
893;569;Divorciado
894;556;Solteiro
895;124;Divorciado
896;922;Solteiro
897;291;Viúvo
898;801;Casado
899;349;Divorciado
900;418;Casado
901;776;Viúvo
902;100;Casado
903;694;Viúvo
904;69;Divorciado
905;575;Casado
906;687;Solteiro
907;465;Casado
908;414;Divorciado
909;763;Divorciado
910;103;Divorciado
911;342;Divorciado
912;880;Casado
913;224;Casado
914;6;Casado
915;441;Casado
916;146;Viúvo
917;965;Casado
918;32;Casado
919;401;Solteiro
920;968;Casado
921;571;Divorciado
922;817;Divorciado
923;643;Viúvo
924;369;Divorciado
925;400;Divorciado
926;764;Viúvo
927;315;Solteiro
928;530;Casado
929;782;Casado
930;402;Viúvo
931;176;Divorciado
932;900;Solteiro
933;451;Divorciado
934;87;Viúvo
935;265;Viúvo
936;901;Casado
937;992;Divorciado
938;90;Viúvo
939;235;Divorciado
940;50;Solteiro
941;174;Divorciado
942;644;Casado
943;450;Divorciado
944;563;Solteiro
945;99;Solteiro
946;966;Divorciado
947;476;Casado
948;945;Casado
949;352;Divorciado
950;599;Viúvo
951;467;Casado
952;933;Divorciado
953;463;Casado
954;332;Viúvo
955;41;Viúvo
956;128;Viúvo
957;721;Casado
958;101;Casado
959;826;Casado
960;827;Solteiro
961;1;Solteiro
962;768;Solteiro
963;372;Divorciado
964;78;Viúvo
965;972;Solteiro
966;228;Solteiro
967;559;Viúvo
968;137;Casado
969;376;Casado
970;859;Casado
971;906;Viúvo
972;589;Casado
973;341;Divorciado
974;281;Divorciado
975;408;Viúvo
976;261;Divorciado
977;810;Divorciado
978;86;Solteiro
979;860;Solteiro
980;215;Divorciado
981;729;Casado
982;640;Viúvo
983;246;Solteiro
984;134;Viúvo
985;201;Divorciado
986;905;Solteiro
987;489;Casado
988;567;Casado
989;823;Viúvo
990;4;Casado
991;409;Solteiro
992;628;Viúvo
993;834;Viúvo
994;990;Casado
995;45;Viúvo
996;954;Divorciado
997;853;Viúvo
998;882;Casado
999;220;Solteiro
1000;511;Divorciado
