ED;ID;Estado
379;502;Pará
410;841;Pará
418;255;Pará
451;932;Pará
510;417;Pará
518;435;Pará
551;21;Pará
629;698;Pará
663;836;Pará
672;28;Pará
772;300;Pará
818;731;Pará
819;125;Pará
842;984;Pará
897;291;Pará
971;906;Pará
1;657;Pernambuco
122;862;Pernambuco
124;420;Pernambuco
129;973;Pernambuco
214;169;Pernambuco
271;213;Pernambuco
279;475;Pernambuco
295;172;Pernambuco
376;609;Pernambuco
404;974;Pernambuco
408;243;Pernambuco
433;915;Pernambuco
463;17;Pernambuco
504;618;Pernambuco
508;668;Pernambuco
533;312;Pernambuco
563;845;Pernambuco
620;977;Pernambuco
622;805;Pernambuco
667;114;Pernambuco
722;308;Pernambuco
743;107;Pernambuco
773;256;Pernambuco
864;899;Pernambuco
877;837;Pernambuco
991;409;Pernambuco
1000;511;Pernambuco
13;762;RJ
32;432;RJ
73;320;RJ
100;931;RJ
108;96;RJ
141;105;RJ
151;678;RJ
153;723;RJ
160;230;RJ
162;872;RJ
182;43;RJ
192;350;RJ
206;240;RJ
209;778;RJ
298;983;RJ
301;157;RJ
321;200;RJ
371;389;RJ
416;348;RJ
481;19;RJ
516;77;RJ
581;846;RJ
684;42;RJ
695;390;RJ
698;22;RJ
751;154;RJ
753;94;RJ
755;561;RJ
787;1000;RJ
796;802;RJ
805;728;RJ
811;886;RJ
815;182;RJ
856;980;RJ
874;855;RJ
895;124;RJ
915;441;RJ
963;372;RJ
975;408;RJ
990;4;RJ
83;321;RS
142;584;RS
158;947;RS
189;847;RS
194;461;RS
205;645;RS
207;145;RS
218;672;RS
239;148;RS
245;436;RS
292;509;RS
343;118;RS
409;878;RS
455;361;RS
461;534;RS
483;454;RS
496;699;RS
498;10;RS
509;843;RS
555;480;RS
561;35;RS
583;796;RS
596;824;RS
598;542;RS
654;55;RS
658;59;RS
711;624;RS
740;515;RS
747;596;RS
761;462;RS
883;359;RS
913;224;RS
960;827;RS
973;341;RS
996;954;RS
3;896;Rio Grande do Sul
56;437;Rio Grande do Sul
99;323;Rio Grande do Sul
251;430;Rio Grande do Sul
278;426;Rio Grande do Sul
283;292;Rio Grande do Sul
336;518;Rio Grande do Sul
345;123;Rio Grande do Sul
383;919;Rio Grande do Sul
390;160;Rio Grande do Sul
434;368;Rio Grande do Sul
442;912;Rio Grande do Sul
486;583;Rio Grande do Sul
492;336;Rio Grande do Sul
534;692;Rio Grande do Sul
542;661;Rio Grande do Sul
586;537;Rio Grande do Sul
592;217;Rio Grande do Sul
606;726;Rio Grande do Sul
656;208;Rio Grande do Sul
670;322;Rio Grande do Sul
700;727;Rio Grande do Sul
724;606;Rio Grande do Sul
735;831;Rio Grande do Sul
757;262;Rio Grande do Sul
813;133;Rio Grande do Sul
887;65;Rio Grande do Sul
900;418;Rio Grande do Sul
907;465;Rio Grande do Sul
917;965;Rio Grande do Sul
924;369;Rio Grande do Sul
932;900;Rio Grande do Sul
948;945;Rio Grande do Sul
955;41;Rio Grande do Sul
961;1;Rio Grande do Sul
974;281;Rio Grande do Sul
993;834;Rio Grande do Sul
12;199;Rio de Janeiro
19;276;Rio de Janeiro
41;385;Rio de Janeiro
92;135;Rio de Janeiro
98;410;Rio de Janeiro
196;383;Rio de Janeiro
201;891;Rio de Janeiro
204;63;Rio de Janeiro
210;816;Rio de Janeiro
220;85;Rio de Janeiro
282;49;Rio de Janeiro
297;864;Rio de Janeiro
322;865;Rio de Janeiro
334;147;Rio de Janeiro
370;574;Rio de Janeiro
460;695;Rio de Janeiro
472;917;Rio de Janeiro
474;236;Rio de Janeiro
490;231;Rio de Janeiro
499;736;Rio de Janeiro
500;844;Rio de Janeiro
560;889;Rio de Janeiro
572;314;Rio de Janeiro
574;468;Rio de Janeiro
590;586;Rio de Janeiro
599;685;Rio de Janeiro
600;535;Rio de Janeiro
646;976;Rio de Janeiro
674;488;Rio de Janeiro
685;298;Rio de Janeiro
696;839;Rio de Janeiro
712;310;Rio de Janeiro
714;772;Rio de Janeiro
728;483;Rio de Janeiro
730;190;Rio de Janeiro
797;909;Rio de Janeiro
808;757;Rio de Janeiro
831;282;Rio de Janeiro
836;554;Rio de Janeiro
845;8;Rio de Janeiro
852;26;Rio de Janeiro
857;686;Rio de Janeiro
862;806;Rio de Janeiro
882;558;Rio de Janeiro
889;955;Rio de Janeiro
893;569;Rio de Janeiro
930;402;Rio de Janeiro
933;451;Rio de Janeiro
935;265;Rio de Janeiro
942;644;Rio de Janeiro
983;246;Rio de Janeiro
999;220;Rio de Janeiro
16;72;SC
20;676;SC
39;481;SC
235;97;SC
254;29;SC
264;832;SC
389;309;SC
464;144;SC
564;33;SC
706;469;SC
765;222;SC
770;268;SC
793;929;SC
970;859;SC
979;860;SC
984;134;SC
8;266;SP
10;494;SP
17;88;SP
24;529;SP
40;334;SP
42;538;SP
44;57;SP
50;779;SP
53;13;SP
57;597;SP
58;684;SP
59;73;SP
62;985;SP
67;38;SP
75;703;SP
88;166;SP
89;566;SP
91;888;SP
94;788;SP
109;720;SP
117;470;SP
119;39;SP
126;396;SP
135;680;SP
140;943;SP
143;890;SP
157;557;SP
171;647;SP
173;755;SP
174;625;SP
176;851;SP
193;252;SP
212;18;SP
219;577;SP
222;565;SP
230;742;SP
231;910;SP
233;66;SP
238;443;SP
248;719;SP
259;76;SP
268;638;SP
276;139;SP
286;696;SP
303;650;SP
305;279;SP
306;794;SP
312;331;SP
327;854;SP
328;620;SP
339;345;SP
341;610;SP
346;897;SP
359;681;SP
362;946;SP
373;848;SP
374;669;SP
384;871;SP
398;62;SP
417;670;SP
419;269;SP
423;487;SP
424;81;SP
435;632;SP
438;709;SP
441;141;SP
446;306;SP
452;367;SP
459;12;SP
468;711;SP
478;151;SP
517;405;SP
519;119;SP
523;532;SP
524;600;SP
535;651;SP
538;311;SP
541;497;SP
546;193;SP
552;207;SP
559;15;SP
568;602;SP
578;543;SP
618;54;SP
621;254;SP
627;60;SP
628;46;SP
632;548;SP
642;140;SP
650;289;SP
655;744;SP
675;129;SP
679;159;SP
702;11;SP
707;759;SP
729;547;SP
739;211;SP
748;642;SP
754;48;SP
756;192;SP
758;716;SP
762;404;SP
767;552;SP
777;194;SP
782;264;SP
784;347;SP
799;227;SP
803;68;SP
804;439;SP
823;652;SP
825;239;SP
826;187;SP
841;971;SP
849;585;SP
855;876;SP
860;316;SP
881;64;SP
884;786;SP
885;840;SP
888;568;SP
890;9;SP
911;342;SP
947;476;SP
966;228;SP
989;823;SP
25;82;Santa Catarina
63;995;Santa Catarina
74;275;Santa Catarina
186;80;Santa Catarina
249;357;Santa Catarina
308;758;Santa Catarina
314;278;Santa Catarina
323;608;Santa Catarina
347;785;Santa Catarina
397;605;Santa Catarina
680;991;Santa Catarina
686;783;Santa Catarina
703;732;Santa Catarina
759;937;Santa Catarina
794;164;Santa Catarina
817;637;Santa Catarina
871;14;Santa Catarina
934;87;Santa Catarina
956;128;Santa Catarina
967;559;Santa Catarina
9;546;São Paulo
27;730;São Paulo
29;739;São Paulo
31;808;São Paulo
38;216;São Paulo
55;161;São Paulo
61;715;São Paulo
65;328;São Paulo
68;75;São Paulo
70;34;São Paulo
78;210;São Paulo
80;998;São Paulo
107;273;São Paulo
111;373;São Paulo
132;52;São Paulo
137;893;São Paulo
139;963;São Paulo
159;380;São Paulo
163;237;São Paulo
168;814;São Paulo
169;143;São Paulo
178;793;São Paulo
191;950;São Paulo
208;110;São Paulo
221;259;São Paulo
224;649;São Paulo
227;555;São Paulo
234;381;São Paulo
243;477;São Paulo
246;209;São Paulo
294;857;São Paulo
304;56;São Paulo
307;747;São Paulo
309;712;São Paulo
316;924;São Paulo
318;656;São Paulo
335;800;São Paulo
338;384;São Paulo
349;770;São Paulo
360;245;São Paulo
363;525;São Paulo
366;690;São Paulo
378;662;São Paulo
380;953;São Paulo
382;987;São Paulo
387;338;São Paulo
392;102;São Paulo
394;189;São Paulo
400;205;São Paulo
401;109;São Paulo
403;707;São Paulo
412;981;São Paulo
413;233;São Paulo
420;510;São Paulo
427;942;São Paulo
444;170;São Paulo
458;964;São Paulo
466;898;São Paulo
475;887;São Paulo
477;343;São Paulo
491;473;São Paulo
493;710;São Paulo
495;51;São Paulo
497;365;São Paulo
501;290;São Paulo
503;455;São Paulo
512;486;São Paulo
513;358;São Paulo
520;457;São Paulo
527;474;São Paulo
544;386;São Paulo
558;754;São Paulo
566;177;São Paulo
575;478;São Paulo
577;781;São Paulo
591;307;São Paulo
593;603;São Paulo
595;416;São Paulo
597;482;São Paulo
605;23;São Paulo
607;513;São Paulo
613;677;São Paulo
615;735;São Paulo
623;507;São Paulo
624;520;São Paulo
625;524;São Paulo
635;136;São Paulo
637;115;São Paulo
644;884;São Paulo
648;198;São Paulo
661;98;São Paulo
666;196;São Paulo
676;580;São Paulo
682;354;São Paulo
701;797;São Paulo
705;564;São Paulo
715;753;São Paulo
719;674;São Paulo
723;31;São Paulo
726;393;São Paulo
738;549;São Paulo
741;191;São Paulo
744;70;São Paulo
768;244;São Paulo
781;923;São Paulo
783;95;São Paulo
786;780;São Paulo
789;604;São Paulo
791;590;São Paulo
792;257;São Paulo
807;5;São Paulo
809;479;São Paulo
840;283;São Paulo
843;93;São Paulo
844;179;São Paulo
865;997;São Paulo
872;181;São Paulo
901;776;São Paulo
902;100;São Paulo
904;69;São Paulo
905;575;São Paulo
908;414;São Paulo
919;401;São Paulo
920;968;São Paulo
926;764;São Paulo
927;315;São Paulo
941;174;São Paulo
944;563;São Paulo
968;137;São Paulo
977;810;São Paulo
978;86;São Paulo
980;215;São Paulo
981;729;São Paulo
994;990;São Paulo
