ED;ID;Salario;Prox.Salario
219;577;R$7,045;0
404;974;R$7,064;504
504;618;R$7,064;0
50;779;R$7,073;0
479;499;R$7,082;579
579;789;R$7,082;0
79;815;R$7,097;0
678;242;R$7,099;0
353;930;R$7,101;0
795;979;R$7,104;0
929;782;R$7,107;0
833;570;R$7,120;0
480;866;R$7,124;580
580;693;R$7,124;0
116;113;R$7,127;0
269;740;R$7,131;0
115;431;R$7,142;0
617;127;R$7,145;0
677;592;R$7,148;0
840;283;R$7,155;0
420;510;R$7,159;520
520;457;R$7,159;0
779;756;R$7,175;0
173;755;R$7,187;0
878;339;R$7,188;0
936;901;R$7,192;0
629;698;R$7,200;0
641;667;R$7,203;0
220;85;R$7,208;0
300;44;R$7,210;0
486;583;R$7,212;586
586;537;R$7,212;0
271;213;R$7,213;0
965;972;R$7,219;0
241;852;R$7,230;0
765;222;R$7,245;0
317;370;R$7,254;0
671;663;R$7,265;0
966;228;R$7,267;0
327;854;R$7,271;0
30;459;R$7,286;0
84;539;R$7,307;0
438;709;R$7,320;538
538;311;R$7,320;0
104;498;R$7,332;0
374;669;R$7,335;0
850;299;R$7,336;0
295;172;R$7,349;0
780;195;R$7,350;0
437;263;R$7,356;537
537;149;R$7,356;0
176;851;R$7,360;0
924;369;R$7,367;0
466;898;R$7,370;566
566;177;R$7,370;0
389;309;R$7,373;0
493;710;R$7,381;593
593;603;R$7,381;0
12;199;R$7,382;0
980;215;R$7,386;0
58;684;R$7,391;0
138;67;R$7,400;0
482;918;R$7,402;582
582;702;R$7,402;0
48;868;R$7,409;0
409;878;R$7,425;441
441;141;R$7,425;509
509;843;R$7,425;541
541;497;R$7,425;0
716;526;R$7,429;0
331;297;R$7,430;0
64;517;R$7,435;0
165;996;R$7,446;0
366;690;R$7,448;0
911;342;R$7,451;0
198;294;R$7,461;0
640;491;R$7,467;0
249;357;R$7,476;0
996;954;R$7,483;0
735;831;R$7,485;0
170;593;R$7,493;0
38;216;R$7,497;0
696;839;R$7,501;0
456;484;R$7,508;556
556;270;R$7,508;0
778;792;R$7,518;0
200;167;R$7,519;0
769;374;R$7,522;0
282;49;R$7,525;0
971;906;R$7,530;0
114;204;R$7,532;0
222;565;R$7,534;0
306;794;R$7,535;433
433;915;R$7,535;533
533;312;R$7,535;0
434;368;R$7,543;534
534;692;R$7,543;0
887;65;R$7,544;0
423;487;R$7,551;523
523;532;R$7,551;0
667;114;R$7,553;0
350;941;R$7,558;0
442;912;R$7,567;542
542;661;R$7,567;0
253;956;R$7,568;0
362;946;R$7,570;0
974;281;R$7,572;0
467;706;R$7,573;567
567;944;R$7,573;0
742;928;R$7,579;0
152;249;R$7,584;0
819;125;R$7,591;0
233;66;R$7,602;0
784;347;R$7,603;0
957;721;R$7,608;0
910;103;R$7,621;0
873;665;R$7,623;0
991;409;R$7,624;0
870;791;R$7,632;0
126;396;R$7,634;0
90;413;R$7,636;0
851;804;R$7,638;0
808;757;R$7,639;0
814;111;R$7,643;0
82;248;R$7,650;0
469;738;R$7,653;569
569;611;R$7,653;0
270;927;R$7,657;0
857;686;R$7,660;0
964;78;R$7,663;0
877;837;R$7,668;0
849;585;R$7,671;886
886;453;R$7,671;0
309;712;R$7,672;0
749;25;R$7,674;0
768;244;R$7,681;0
31;808;R$7,690;0
105;811;R$7,696;0
112;550;R$7,702;262
262;422;R$7,702;0
762;404;R$7,711;0
143;890;R$7,718;0
199;664;R$7,719;0
990;4;R$7,724;0
53;13;R$7,736;0
358;446;R$7,738;0
43;406;R$7,739;0
439;907;R$7,749;539
539;708;R$7,749;0
3;896;R$7,759;34
34;395;R$7,759;62
62;985;R$7,759;0
314;278;R$7,760;0
179;329;R$7,763;0
401;109;R$7,784;501
501;290;R$7,784;0
855;876;R$7,788;0
246;209;R$7,790;0
657;892;R$7,793;745
745;861;R$7,793;0
134;594;R$7,799;0
189;847;R$7,809;0
390;160;R$7,824;0
714;772;R$7,828;0
397;605;R$7,835;0
307;747;R$7,839;0
866;458;R$7,849;0
461;534;R$7,850;561
561;35;R$7,850;0
945;99;R$7,855;0
89;566;R$7,857;0
632;548;R$7,867;0
191;950;R$7,872;0
234;381;R$7,875;0
869;121;R$7,876;0
491;473;R$7,890;591
591;307;R$7,890;0
142;584;R$7,904;0
259;76;R$7,906;0
305;279;R$7,908;0
450;622;R$7,914;550
550;883;R$7,914;0
852;26;R$7,923;0
822;444;R$7,933;0
837;274;R$7,941;0
872;181;R$7,949;0
700;727;R$7,952;0
468;711;R$7,964;568
568;602;R$7,964;0
21;106;R$7,966;0
666;196;R$7,981;0
793;929;R$7,994;0
656;208;R$7,995;0
774;960;R$7,998;0
278;426;R$8,012;361
361;108;R$8,012;0
650;289;R$8,017;0
214;169;R$8,034;0
95;330;R$8,037;0
926;764;R$8,042;0
363;525;R$8,052;0
356;392;R$8,053;697
697;429;R$8,053;985
985;201;R$8,053;0
605;23;R$8,054;0
646;976;R$8,057;0
604;419;R$8,065;0
171;647;R$8,069;0
703;732;R$8,070;0
901;776;R$8,083;0
377;587;R$8,086;0
918;32;R$8,089;0
830;952;R$8,111;959
959;826;R$8,111;0
893;569;R$8,122;0
831;282;R$8,133;0
145;748;R$8,136;0
797;909;R$8,143;0
804;439;R$8,151;0
28;61;R$8,158;0
608;986;R$8,160;0
455;361;R$8,164;555
555;480;R$8,164;0
333;948;R$8,165;0
302;375;R$8,169;378
378;662;R$8,169;0
231;910;R$8,176;0
227;555;R$8,177;268
268;638;R$8,177;0
146;746;R$8,179;0
627;60;R$8,182;0
633;614;R$8,199;0
935;265;R$8,204;0
204;63;R$8,206;0
94;788;R$8,209;0
347;785;R$8,211;0
989;823;R$8,224;0
258;445;R$8,233;0
473;541;R$8,234;573
573;858;R$8,234;0
625;524;R$8,236;0
948;945;R$8,246;0
630;737;R$8,248;0
806;821;R$8,249;0
728;483;R$8,254;0
376;609;R$8,255;0
955;41;R$8,267;975
975;408;R$8,267;0
426;705;R$8,269;526
526;295;R$8,269;0
923;643;R$8,272;0
57;597;R$8,274;0
490;231;R$8,279;590
590;586;R$8,279;0
398;62;R$8,281;0
207;145;R$8,285;0
949;352;R$8,286;0
32;432;R$8,291;0
612;675;R$8,293;0
876;188;R$8,304;0
475;887;R$8,307;575
575;478;R$8,307;0
978;86;R$8,309;997
997;853;R$8,309;0
92;135;R$8,326;0
799;227;R$8,331;0
636;659;R$8,334;0
252;448;R$8,339;0
226;774;R$8,340;0
402;654;R$8,349;502
502;612;R$8,349;0
823;652;R$8,358;0
707;759;R$8,359;0
672;28;R$8,364;0
180;967;R$8,369;0
653;936;R$8,385;0
117;470;R$8,393;0
407;247;R$8,400;507
507;551;R$8,400;0
160;230;R$8,402;0
224;649;R$8,407;951
951;467;R$8,407;0
316;924;R$8,414;0
611;258;R$8,425;0
999;220;R$8,427;0
2;335;R$8,431;0
47;260;R$8,441;0
273;7;R$8,442;0
216;505;R$8,454;0
494;873;R$8,469;594
594;536;R$8,469;0
928;530;R$8,473;0
881;64;R$8,481;0
414;344;R$8,482;514
514;813;R$8,482;0
343;118;R$8,486;0
109;720;R$8,497;0
740;515;R$8,508;0
692;514;R$8,518;0
66;519;R$8,521;430
430;324;R$8,521;530
530;155;R$8,521;0
59;73;R$8,523;0
140;943;R$8,540;0
882;558;R$8,542;0
44;57;R$8,545;0
753;94;R$8,552;0
624;520;R$8,557;0
675;129;R$8,560;845
845;8;R$8,560;0
981;729;R$8,577;0
727;284;R$8,585;0
934;87;R$8,596;0
236;423;R$8,599;0
958;101;R$8,601;0
405;741;R$8,603;505
505;752;R$8,603;0
267;911;R$8,610;0
427;942;R$8,621;527
527;474;R$8,621;0
436;251;R$8,628;536
536;531;R$8,628;0
121;522;R$8,636;0
824;617;R$8,637;0
889;955;R$8,648;909
909;763;R$8,648;0
968;137;R$8,651;0
730;190;R$8,653;0
26;879;R$8,657;73
73;320;R$8,657;0
628;46;R$8,661;0
6;691;R$8,668;0
139;963;R$8,671;0
874;855;R$8,674;0
63;995;R$8,682;0
367;89;R$8,688;0
670;322;R$8,690;0
17;88;R$8,698;0
218;672;R$8,700;0
724;606;R$8,701;0
488;415;R$8,702;588
588;346;R$8,702;0
492;336;R$8,704;592
592;217;R$8,704;0
485;433;R$8,709;585
585;521;R$8,709;0
130;131;R$8,714;0
385;957;R$8,720;0
292;509;R$8,725;0
326;391;R$8,729;0
429;421;R$8,734;529
529;572;R$8,734;0
131;523;R$8,737;0
69;787;R$8,744;0
715;753;R$8,750;0
15;130;R$8,752;0
660;902;R$8,753;0
320;635;R$8,755;0
342;178;R$8,764;0
694;399;R$8,767;0
78;210;R$8,769;0
186;80;R$8,780;464
464;144;R$8,780;564
564;33;R$8,780;0
883;359;R$8,788;0
606;726;R$8,795;0
663;836;R$8,806;0
916;146;R$8,811;0
281;545;R$8,817;0
843;93;R$8,818;0
396;904;R$8,822;0
168;814;R$8,823;0
847;870;R$8,825;0
750;576;R$8,831;0
167;398;R$8,832;0
476;809;R$8,835;576
576;163;R$8,835;0
221;259;R$8,837;0
188;934;R$8,841;0
330;493;R$8,848;0
744;70;R$8,864;0
481;19;R$8,867;581
581;846;R$8,867;0
20;676;R$8,868;0
312;331;R$8,870;0
303;650;R$8,873;0
129;973;R$8,875;0
41;385;R$8,884;713
713;508;R$8,884;0
453;168;R$8,888;553
553;615;R$8,888;0
634;949;R$8,890;0
781;923;R$8,897;0
701;797;R$8,902;0
460;695;R$8,906;560
560;889;R$8,906;0
638;765;R$8,917;0
133;218;R$8,922;0
46;74;R$8,941;0
802;186;R$8,947;0
120;718;R$8,951;0
301;157;R$8,960;0
119;39;R$8,967;0
871;14;R$8,970;0
912;880;R$8,972;941
941;174;R$8,972;0
210;816;R$8,983;0
40;334;R$8,984;0
183;173;R$8,985;891
891;293;R$8,985;0
658;59;R$8,988;717
717;377;R$8,988;0
704;613;R$8,993;0
325;994;R$9,008;0
635;136;R$9,019;0
260;819;R$9,020;0
194;461;R$9,024;247
247;197;R$9,024;0
172;856;R$9,038;0
203;722;R$9,040;0
662;116;R$9,053;0
435;632;R$9,057;535
535;651;R$9,057;0
933;451;R$9,059;0
664;766;R$9,064;0
665;471;R$9,073;0
669;940;R$9,076;0
60;850;R$9,077;776
776;288;R$9,077;0
254;29;R$9,089;0
338;384;R$9,090;0
74;275;R$9,092;761
761;462;R$9,092;0
739;211;R$9,093;0
738;549;R$9,105;0
896;922;R$9,108;0
107;273;R$9,111;0
826;187;R$9,120;0
256;351;R$9,127;0
734;229;R$9,131;0
626;496;R$9,133;0
853;679;R$9,137;0
733;319;R$9,142;0
906;687;R$9,147;0
899;349;R$9,154;0
846;581;R$9,155;0
649;120;R$9,167;0
337;272;R$9,168;0
360;245;R$9,177;0
1;657;R$9,181;0
982;640;R$9,187;0
388;506;R$9,193;0
97;219;R$9,199;196
196;383;R$9,199;0
10;494;R$9,203;111
111;373;R$9,203;0
681;362;R$9,204;0
864;899;R$9,215;0
70;34;R$9,219;418
418;255;R$9,219;518
518;435;R$9,219;0
349;770;R$9,226;0
920;968;R$9,227;0
499;736;R$9,232;599
599;685;R$9,232;0
834;271;R$9,236;0
443;313;R$9,240;543
543;58;R$9,240;986
986;905;R$9,240;0
970;859;R$9,252;0
424;81;R$9,259;524
524;600;R$9,259;0
169;143;R$9,264;0
775;302;R$9,270;0
613;677;R$9,288;0
51;835;R$9,290;0
827;648;R$9,295;0
150;388;R$9,305;0
805;728;R$9,316;0
937;992;R$9,325;0
52;688;R$9,329;0
610;714;R$9,335;0
422;363;R$9,336;522
522;733;R$9,336;0
14;447;R$9,338;0
8;266;R$9,339;0
942;644;R$9,341;0
859;142;R$9,349;0
764;138;R$9,354;0
711;624;R$9,365;0
296;84;R$9,368;0
858;449;R$9,377;0
832;959;R$9,379;0
341;610;R$9,380;0
687;623;R$9,391;0
798;180;R$9,392;0
642;140;R$9,400;0
25;82;R$9,406;0
684;42;R$9,412;0
123;79;R$9,418;0
821;803;R$9,419;0
698;22;R$9,422;0
313;425;R$9,423;315
315;91;R$9,423;0
495;51;R$9,425;595
595;416;R$9,425;0
45;553;R$9,428;0
285;407;R$9,432;0
86;961;R$9,433;0
164;830;R$9,442;0
238;443;R$9,443;0
689;267;R$9,453;0
644;884;R$9,458;0
132;52;R$9,460;0
693;241;R$9,463;0
276;139;R$9,465;0
623;507;R$9,468;0
209;778;R$9,487;0
250;771;R$9,498;0
682;354;R$9,503;0
372;969;R$9,523;0
153;723;R$9,548;0
969;376;R$9,549;0
908;414;R$9,551;0
83;321;R$9,555;0
741;191;R$9,556;0
449;749;R$9,564;549
549;869;R$9,564;0
894;556;R$9,565;0
181;717;R$9,567;0
240;601;R$9,569;0
976;261;R$9,571;0
478;151;R$9,573;578
578;543;R$9,573;0
118;671;R$9,575;0
373;848;R$9,577;0
369;829;R$9,580;0
619;999;R$9,582;0
243;477;R$9,584;0
446;306;R$9,588;546
546;193;R$9,588;0
838;501;R$9,591;0
266;104;R$9,594;0
820;326;R$9,602;0
71;500;R$9,604;0
602;387;R$9,606;0
789;604;R$9,612;0
329;725;R$9,633;0
867;2;R$9,636;0
731;639;R$9,656;0
447;132;R$9,658;547
547;495;R$9,658;0
244;958;R$9,660;0
18;371;R$9,673;0
379;502;R$9,679;0
106;631;R$9,681;0
757;262;R$9,682;0
756;192;R$9,685;0
655;744;R$9,692;0
291;325;R$9,702;0
255;666;R$9,713;0
718;503;R$9,724;0
828;485;R$9,728;0
639;112;R$9,734;0
932;900;R$9,737;0
790;773;R$9,745;892
892;185;R$9,745;0
842;984;R$9,747;0
1000;511;R$9,750;0
294;857;R$9,752;0
931;176;R$9,754;0
161;460;R$9,755;0
354;126;R$9,756;0
96;234;R$9,762;0
392;102;R$9,771;0
264;832;R$9,775;0
497;365;R$9,776;597
597;482;R$9,776;0
99;323;R$9,787;0
483;454;R$9,788;583
583;796;R$9,788;0
175;183;R$9,807;0
648;198;R$9,816;0
148;71;R$9,821;0
235;97;R$9,832;0
477;343;R$9,835;577
577;781;R$9,835;0
913;224;R$9,837;0
11;838;R$9,870;0
417;670;R$9,872;517
517;405;R$9,872;0
841;971;R$9,875;993
993;834;R$9,875;0
286;696;R$9,881;0
384;871;R$9,891;0
318;656;R$9,904;0
674;488;R$9,912;0
695;390;R$9,919;0
770;268;R$9,921;0
357;760;R$9,928;0
773;256;R$9,931;0
685;298;R$9,945;0
471;895;R$9,955;571
571;83;R$9,955;0
616;20;R$9,959;0
406;908;R$9,973;506
506;250;R$9,973;0
815;182;R$9,976;880
880;938;R$9,976;0
463;17;R$9,985;563
563;845;R$9,985;0
702;11;R$9,986;0
709;225;R$9,992;0
217;318;R$9,994;0
36;382;R$9,997;0
311;364;R$9,999;0
