ED;ID;Nome;Prox.Nome
134;594;Clayton;421
421;24;Clayton;521
521;630;Clayton;0
383;919;Clementine;0
351;212;Clinton;419
419;269;Clinton;519
519;119;Clinton;602
602;387;Clinton;885
885;840;Clinton;0
376;609;Coby;879
879;150;Coby;0
605;23;Cody;0
179;329;Colby;0
464;144;Colorado;564
564;33;Colorado;611
611;258;Colorado;940
940;50;Colorado;0
385;957;Colt;0
256;351;Connor;0
270;927;Cooper;0
75;703;Cora;703
703;732;Cora;0
761;462;Craig;0
499;736;Cruz;599
599;685;Cruz;0
370;574;Cullen;402
402;654;Cullen;502
502;612;Cullen;0
840;283;Curran;0
128;920;Cynthia;865
865;997;Cynthia;0
234;381;Cyrus;0
213;818;Dahlia;0
39;481;Dai;0
107;273;Dakota;209
209;778;Dakota;612
612;675;Dakota;0
92;135;Dalton;140
140;943;Dalton;0
660;902;Dana;0
334;147;Dane;0
287;287;Daniel;0
757;262;Dante;800
800;795;Dante;0
297;864;Dara;0
141;105;Daria;0
22;223;Darius;0
121;522;Darrel;932
932;900;Darrel;0
253;956;Dawn;0
94;788;Deacon;342
342;178;Deacon;0
771;360;Deanna;0
653;936;Declan;0
366;690;Deirdre;712
712;310;Deirdre;0
174;625;Demetrius;664
664;766;Demetrius;0
59;73;Denise;0
470;914;Dennis;570
570;626;Dennis;0
886;453;Denton;891
891;293;Denton;981
981;729;Denton;0
794;164;Desirae;0
344;206;Dexter;0
677;592;Diana;0
177;812;Dieter;0
276;139;Dominic;0
37;296;Donovan;166
166;428;Donovan;0
975;408;Doris;0
126;396;Dorothy;0
40;334;Drake;906
906;687;Drake;0
19;276;Drew;0
780;195;Duncan;0
241;852;Dustin;0
977;810;Dylan;0
988;567;Eagan;0
364;412;Echo;0
143;890;Eden;0
104;498;Edward;661
661;98;Edward;0
762;404;Eleanor;0
497;365;Elijah;597
597;482;Elijah;0
966;228;Elizabeth;0
242;221;Elton;423
423;487;Elton;523
523;532;Elton;0
327;854;Elvis;396
396;904;Elvis;0
390;160;Emerald;930
930;402;Emerald;0
307;747;Emery;0
96;234;Emma;255
255;666;Emma;0
16;72;Erasmus;48
48;868;Erasmus;0
355;117;Eric;431
431;874;Eric;531
531;92;Eric;0
876;188;Erich;889
889;955;Erich;961
961;1;Erich;0
627;60;Erin;0
969;376;Eve;0
601;356;Evelyn;845
845;8;Evelyn;0
63;995;Ezekiel;0
788;394;Ezra;0
101;775;Faith;692
692;514;Faith;760
760;472;Faith;0
272;745;Farrah;0
615;735;Fatima;0
775;302;Fay;0
83;321;Felicia;93
93;304;Felicia;345
345;123;Felicia;616
616;20;Felicia;0
728;483;Ferdinand;820
820;326;Ferdinand;0
387;338;Ferris;0
182;43;Finn;0
864;899;Fiona;0
459;12;Fitzgerald;559
559;15;Fitzgerald;772
772;300;Fitzgerald;0
833;570;Flavia;0
87;697;Fletcher;758
758;716;Fletcher;0
733;319;Fleur;0
219;577;Florence;0
176;851;Flynn;0
86;961;Forrest;0
467;706;Frances;567
567;944;Frances;0
175;183;Freya;232
232;238;Freya;0
745;861;Fritz;0
298;983;Fuller;0
749;25;Gage;0
463;17;Galvin;563
563;845;Galvin;742
742;928;Galvin;0
309;712;Gareth;0
610;714;Garrett;0
224;649;Garth;802
802;186;Garth;0
739;211;Gary;0
439;907;Gavin;539
539;708;Gavin;0
192;350;Gay;0
413;233;Genevieve;513
513;358;Genevieve;0
822;444;Geoffrey;0
132;52;George;637
637;115;George;0
231;910;Germane;858
858;449;Germane;0
750;576;Giacomo;0
465;232;Gillian;565
565;591;Gillian;769
769;374;Gillian;0
326;391;Ginger;685
685;298;Ginger;727
727;284;Ginger;0
359;681;Giselle;442
442;912;Giselle;542
542;661;Giselle;0
847;870;Grady;0
24;529;Graiden;106
106;631;Graiden;472
472;917;Graiden;572
572;314;Graiden;0
30;459;Grant;61
61;715;Grant;874
874;855;Grant;0
432;285;Gregory;532
532;982;Gregory;0
215;582;Gretchen;0
13;762;Griffin;458
458;964;Griffin;558
558;754;Griffin;0
907;465;Guinevere;0
264;832;Guy;268
268;638;Guy;719
719;674;Guy;0
286;696;Gwendolyn;0
97;219;Hadassah;737
737;761;Hadassah;0
945;99;Hadley;0
952;933;Halee;0
69;787;Haley;424
424;81;Haley;524
524;600;Haley;0
70;34;Halla;927
927;315;Halla;0
44;57;Hamish;289
289;926;Hamish;0
730;190;Hammett;0
381;280;Hanae;973
973;341;Hanae;0
449;749;Hannah;549
549;869;Hannah;0
35;660;Harding;1000
1000;511;Harding;0
455;361;Harlan;555
555;480;Harlan;0
425;962;Hasad;525
525;970;Hasad;942
942;644;Hasad;0
108;96;Hashim;970
970;859;Hashim;0
324;595;Hayden;825
825;239;Hayden;0
188;934;Hayley;0
959;826;Heather;0
304;56;Hedda;496
496;699;Hedda;596
596;824;Hedda;671
671;663;Hedda;0
938;90;Hedley;0
32;432;Hedy;631
631;16;Hedy;937
937;992;Hedy;0
237;700;Heidi;0
905;575;Henry;0
903;694;Herman;0
222;565;Herrod;0
149;156;Hilary;0
782;264;Hilda;0
332;799;Hilel;837
837;274;Hilel;0
899;349;Hillary;0
651;301;Hollee;0
173;755;Holly;0
58;684;Holmes;869
869;121;Holmes;0
457;528;Honorato;557
557;184;Honorato;0
165;996;Hop;861
861;162;Hop;872
872;181;Hop;0
621;254;Hope;0
146;746;Howard;0
110;935;Hunter;418
418;255;Hunter;518
518;435;Hunter;748
748;642;Hunter;0
189;847;Hyatt;367
367;89;Hyatt;0
314;278;Ian;0
285;407;Idola;0
689;267;Idona;0
267;911;Ifeoma;0
136;627;Ignacia;240
240;601;Ignacia;0
115;431;Igor;0
648;198;Iliana;0
484;655;Illiana;584
584;849;Illiana;950
950;599;Illiana;0
386;743;Imani;0
493;710;Ina;593
593;603;Ina;785
785;828;Ina;963
963;372;Ina;0
378;662;Inga;0
25;82;Ira;313
313;425;Ira;0
77;751;Irene;839
839;916;Irene;0
681;362;Isaac;912
912;880;Isaac;0
135;680;Isabella;168
168;814;Isabella;805
805;728;Isabella;0
3;896;Isabelle;228
228;27;Isabelle;0
391;305;Isaiah;407
407;247;Isaiah;507
507;551;Isaiah;0
80;998;Ivana;0
89;566;Ivor;0
803;68;Jacob;0
114;204;Jacqueline;947
947;476;Jacqueline;0
792;257;Jada;0
277;40;Jaden;0
829;214;Jaime;0
56;437;Jamal;0
972;589;Jamalia;0
414;344;James;514
514;813;James;629
629;698;James;0
365;634;Jane;0
6;691;Jared;54
54;578;Jared;0
361;108;Jasmine;0
435;632;Jason;535
535;651;Jason;0
103;863;Jasper;0
427;942;Jayme;527
527;474;Jayme;0
835;704;Jenette;0
350;941;Jenna;0
71;500;Jennifer;0
489;203;Jeremy;589
589;833;Jeremy;0
604;419;Jermaine;0
78;210;Jessica;0
630;737;Jillian;0
410;841;Joelle;510
510;417;Joelle;0
695;390;Jolie;708
708;867;Jolie;0
161;460;Jordan;715
715;753;Jordan;824
824;617;Jordan;0
787;1000;Jorden;0
846;581;Joseph;0
657;892;Joshua;0
732;411;Josiah;0
321;200;Judah;0
797;909;Juliet;0
301;157;Justina;0
394;189;Justine;483
483;454;Justine;583
583;796;Justine;0
444;170;Kadeem;544
544;386;Kadeem;0
229;689;Kaitlin;0
873;665;Kalia;0
185;456;Kane;721
721;504;Kane;0
124;420;Karen;343
343;118;Karen;0
393;353;Karly;628
628;46;Karly;0
195;724;Kaseem;707
707;759;Kaseem;0
725;36;Kasimir;770
770;268;Kasimir;955
955;41;Kasimir;0
823;652;Kasper;0
620;977;Kathleen;0
131;523;Kaye;0
81;424;Keane;451
451;932;Keane;551
551;21;Keane;0
404;974;Keegan;504
504;618;Keegan;0
198;294;Keelie;0
162;872;Keely;729
729;547;Keely;0
10;494;Kelly;0
153;723;Kelsey;607
607;513;Kelsey;0
11;838;Kelsie;462
462;340;Kelsie;562
562;784;Kelsie;0
120;718;Kendall;0
180;967;Kenyon;492
492;336;Kenyon;592
592;217;Kenyon;941
941;174;Kenyon;0
251;430;Kessie;0
922;817;Kimberley;0
894;556;Kimberly;0
8;266;Kiona;933
933;451;Kiona;0
377;587;Kirby;0
487;440;Kirestin;587
587;988;Kirestin;0
445;277;Knox;545
545;47;Knox;0
759;937;Kyla;0
939;235;Kylan;0
880;938;Kylee;0
723;31;Kylie;0
987;489;Kylynn;0
138;67;Lacey;186
186;80;Lacey;406
406;908;Lacey;506
506;250;Lacey;0
280;875;Lacota;0
82;248;Lael;0
668;560;Laith;0
658;59;Lamar;0
888;568;Lance;0
666;196;Larissa;754
754;48;Larissa;0
948;945;Laura;0
697;429;Laurel;0
191;950;Lavinia;485
485;433;Lavinia;585
585;521;Lavinia;0
306;794;Leigh;0
74;275;Leila;0
4;619;Leilani;46
46;74;Leilani;849
849;585;Leilani;0
65;328;Leo;0
389;309;Leonard;0
454;122;Leroy;554
554;598;Leroy;0
303;650;Lesley;980
980;215;Lesley;0
867;2;Leslie;0
252;448;Lester;441
441;141;Lester;541
541;497;Lester;0
199;664;Lev;0
943;450;Levi;0
288;490;Lewis;603
603;682;Lewis;854
854;903;Lewis;0
684;42;Lillian;0
814;111;Linda;0
428;877;Lionel;528
528;978;Lionel;0
956;128;Logan;0
210;816;Lucas;0
254;29;Lucius;0
398;62;Lydia;0
900;418;MacKensie;0
929;782;MacKenzie;0
354;126;Macaulay;0
310;3;Macey;0
260;819;Macy;0
18;371;Madaline;0
440;925;Madonna;540
540;713;Madonna;0
194;461;Maisie;0
36;382;Malcolm;0
151;678;Malik;0
717;377;Mannix;0
348;403;Mara;0
913;224;Marah;0
853;679;Margaret;0
29;739;Mark;308
308;758;Mark;0
57;597;Marny;0
696;839;Marshall;724
724;606;Marshall;0
375;913;Martena;0
130;131;Martha;702
702;11;Martha;890
890;9;Martha;0
302;375;Martin;974
974;281;Martin;0
756;192;Martina;0
786;780;Marvin;0
316;924;Maryam;740
740;515;Maryam;0
764;138;Mason;767
767;552;Mason;0
436;251;Matthew;536
536;531;Matthew;0
482;918;Maxine;582
582;702;Maxine;789
789;604;Maxine;0
834;271;Maxwell;931
931;176;Maxwell;0
28;61;May;993
993;834;May;0
881;64;Mechelle;0
50;779;Megan;452
452;367;Megan;552
552;207;Megan;0
42;538;Meghan;0
274;807;Melanie;0
790;773;Melodie;0
208;110;Melvin;860
860;316;Melvin;919
919;401;Melvin;0
430;324;Melyssa;530
530;155;Melyssa;0
68;75;Mercedes;369
369;829;Mercedes;0
392;102;Mia;0
808;757;Michael;984
984;134;Michael;0
100;931;Mikayla;830
830;952;Mikayla;856
856;980;Mikayla;0
212;18;Minerva;0
346;897;Mira;0
133;218;Miriam;461
461;534;Miriam;561
561;35;Miriam;0
338;384;Mollie;460
460;695;Mollie;560
560;889;Mollie;0
871;14;Molly;0
183;173;Montana;265
265;579;Montana;682
682;354;Montana;0
243;477;Morgan;826
826;187;Morgan;0
207;145;Moses;0
892;185;Naomi;0
167;398;Nash;329
329;725;Nash;0
353;930;Natalie;0
358;446;Nathan;875
875;434;Nathan;0
221;259;Nathaniel;356
356;392;Nathaniel;0
9;546;Nehru;0
325;994;Neil;363
363;525;Neil;986
986;905;Neil;0
187;378;Nell;0
652;683;Nelle;0
494;873;Neville;594
594;536;Neville;656
656;208;Neville;0
405;741;Nicholas;456
456;484;Nicholas;505
505;752;Nicholas;556
556;270;Nicholas;0
965;972;Nichole;0
15;130;Nicole;163
163;237;Nicole;0
384;871;Nigel;0
743;107;Nissim;779
779;756;Nissim;0
218;672;Nita;736
736;989;Nita;0
491;473;Noah;591
591;307;Noah;638
638;765;Noah;0
102;629;Noble;474
474;236;Noble;574
574;468;Noble;0
623;507;Nola;0
477;343;Nolan;577
577;781;Nolan;0
836;554;Nora;0
235;97;Norman;720
720;333;Norman;0
450;622;Nyssa;550
550;883;Nyssa;0
738;549;Ocean;904
904;69;Ocean;0
152;249;Octavia;0
322;865;Octavius;914
914;6;Octavius;0
349;770;Oleg;691
691;894;Oleg;0
330;493;Olympia;0
257;798;Oprah;704
704;613;Oprah;0
832;959;Oren;0
936;901;Ori;0
236;423;Orla;0
632;548;Orli;0
244;958;Oscar;0
446;306;Owen;546
546;193;Owen;0
123;79;Paki;0
293;636;Paloma;0
60;850;Pandora;400
400;205;Pandora;408
408;243;Pandora;508
508;668;Pandora;842
842;984;Pandora;0
7;653;Pearl;0
479;499;Petra;579
579;789;Petra;0
230;742;Phelan;0
641;667;Philip;0
877;837;Porter;0
838;501;Preston;0
403;707;Price;503
503;455;Price;0
294;857;Priscilla;0
373;848;Quemby;0
882;558;Quentin;0
84;539;Quin;659
659;438;Quin;700
700;727;Quin;0
271;213;Quinn;417
417;670;Quinn;517
517;405;Quinn;0
480;866;Rahim;580
580;693;Rahim;884
884;786;Rahim;0
495;51;Raja;595
595;416;Raja;0
968;137;Rajah;0
261;750;Ralph;633
633;614;Ralph;0
810;641;Raymond;0
828;485;Reagan;0
500;844;Rebecca;600
600;535;Rebecca;0
863;466;Reece;953
953;463;Reece;0
76;767;Remedios;0
498;10;Renee;598
598;542;Renee;0
765;222;Rhona;0
41;385;Rhonda;226
226;774;Rhonda;0
420;510;Richard;520
520;457;Richard;0
248;719;Rigel;0
645;492;Rina;688
688;30;Rina;0
112;550;Rinah;0
341;610;Roanna;0
312;331;Roary;347
347;785;Roary;0
827;648;Robert;0
935;265;Rogan;0
643;975;Ronan;675
675;129;Ronan;0
614;607;Rooney;0
752;951;Rosalyn;0
693;241;Ross;0
85;516;Ruby;238
238;443;Ruby;0
335;800;Russell;0
317;370;Ryan;0
206;240;Ryder;0
647;303;Sacha;951
951;467;Sacha;0
295;172;Sade;0
47;260;Sage;214
214;169;Sage;0
667;114;Salvador;0
137;893;Samuel;699
699;452;Samuel;768
768;244;Samuel;0
300;44;Sara;644
644;884;Sara;670
670;322;Sara;0
751;154;Savannah;0
669;940;Sawyer;0
184;366;Scarlett;0
784;347;Scott;0
415;427;Sean;515
515;588;Sean;672
672;28;Sean;0
989;823;Sebastian;0
203;722;September;718
718;503;September;0
471;895;Serena;571
571;83;Serena;0
857;686;Serina;870
870;791;Serina;967
967;559;Serina;0
917;965;Seth;0
171;647;Shafira;626
626;496;Shafira;0
328;620;Shaine;0
250;771;Shannon;380
380;953;Shannon;915
915;441;Shannon;0
807;5;Shay;954
954;332;Shay;0
944;563;Shea;0
901;776;Sheila;0
781;923;Shellie;0
119;39;Shoshana;811
811;886;Shoshana;0
663;836;Silas;0
181;717;Simon;0
679;159;Skyler;0
259;76;Sonya;0
848;337;Steel;0
246;209;Stella;0
734;229;Stephanie;0
798;180;Stephen;0
290;621;Stone;0
388;506;Suki;0
395;616;Susan;818
818;731;Susan;0
925;400;Sydnee;0
291;325;Talon;0
747;596;Tamara;801
801;464;Tamara;0
998;882;Tana;0
916;146;Tanek;0
476;809;Tanya;576
576;163;Tanya;809
809;479;Tanya;0
284;37;Tara;0
200;167;Tate;0
488;415;Tatyana;588
588;346;Tatyana;0
283;292;Thaddeus;411
411;881;Thaddeus;511
511;701;Thaddeus;896
896;922;Thaddeus;926
926;764;Thaddeus;0
12;199;Theodore;0
481;19;Thor;581
581;846;Thor;686
686;783;Thor;0
958;101;Timothy;0
625;524;Todd;0
51;835;Travis;949
949;352;Travis;0
447;132;Trevor;547
547;495;Trevor;678
678;242;Trevor;920
920;968;Trevor;0
245;436;Tyler;0
164;830;Ulric;368
368;152;Ulric;0
923;643;Unity;0
34;395;Uriah;125
125;540;Uriah;0
178;793;Uriel;613
613;677;Uriel;0
116;113;Ursa;0
98;410;Vance;796
796;802;Vance;0
139;963;Vaughan;169
169;143;Vaughan;434
434;368;Vaughan;534
534;692;Vaughan;804
804;439;Vaughan;976
976;261;Vaughan;0
466;898;Veda;566
566;177;Veda;985
985;201;Veda;0
223;921;Velma;225
225;673;Velma;453
453;168;Velma;553
553;615;Velma;755
755;561;Velma;982
982;640;Velma;0
962;768;Venus;0
1;657;Vernon;204
204;63;Vernon;0
145;748;Victor;634
634;949;Victor;0
859;142;Victoria;0
27;730;Vielka;305
305;279;Vielka;777
777;194;Vielka;0
239;148;Vincent;622
622;805;Vincent;0
357;760;Violet;642
642;140;Violet;0
43;406;Vivian;0
960;827;Vladimir;0
95;330;Wade;0
372;969;Wanda;918
918;32;Wanda;0
33;253;Wang;0
331;297;Warren;0
362;946;Wendy;0
683;573;Wesley;855
855;876;Wesley;0
924;369;Whilemina;0
490;231;Whoopi;590
590;586;Whoopi;0
909;763;Willa;0
655;744;William;0
150;388;Wilma;0
144;658;Wing;0
662;116;Winter;0
53;13;Wyatt;0
773;256;Wylie;793
793;929;Wylie;0
279;475;Wynne;710
710;158;Wynne;852
852;26;Wynne;0
172;856;Wynter;320
320;635;Wynter;640
640;491;Wynter;0
397;605;Xander;0
201;891;Xandra;0
438;709;Xantha;538
538;311;Xantha;0
618;54;Xavier;868
868;993;Xavier;0
831;282;Xena;0
753;94;Xenos;0
64;517;Xyla;0
711;624;Yardley;0
160;230;Yasir;340
340;379;Yasir;934
934;87;Yasir;0
190;820;Yen;716
716;526;Yen;0
701;797;Yeo;774
774;960;Yeo;0
72;53;Yetta;249
249;357;Yetta;486
486;583;Yetta;586
586;537;Yetta;0
694;399;Yoko;783
783;95;Yoko;0
5;226;Yolanda;90
90;413;Yolanda;352
352;175;Yolanda;0
731;639;Yuri;0
971;906;Yvette;0
273;7;Zahir;433
433;915;Zahir;533
533;312;Zahir;0
193;252;Zane;0
216;505;Zelenia;0
118;671;Zena;0
220;85;Zenaida;478
478;151;Zenaida;578
578;543;Zenaida;0
339;345;Zeph;0
52;688;Zephania;266
266;104;Zephania;995
995;45;Zephania;0
416;348;Zephr;516
516;77;Zephr;821
821;803;Zephr;921
921;571;Zephr;0
665;471;Zeus;0
379;502;Zia;705
705;564;Zia;0
