ED;ID;Salario;Prox.Salario
487;440;R$6,033;587
915;441;R$6,399;0
147;442;R$5,767;0
238;443;R$9,443;0
822;444;R$7,933;0
258;445;R$8,233;0
358;446;R$7,738;0
14;447;R$9,338;0
252;448;R$8,339;0
858;449;R$9,377;0
943;450;R$5,455;0
933;451;R$9,059;0
699;452;R$5,635;0
886;453;R$7,671;0
483;454;R$9,788;583
503;455;R$5,439;0
185;456;R$5,809;0
520;457;R$7,159;0
866;458;R$7,849;0
30;459;R$7,286;0
161;460;R$9,755;0
194;461;R$9,024;247
761;462;R$9,092;0
953;463;R$6,009;0
801;464;R$5,531;0
907;465;R$6,590;0
863;466;R$5,238;0
951;467;R$8,407;0
574;468;R$6,314;0
706;469;R$5,468;0
117;470;R$8,393;0
665;471;R$9,073;0
760;472;R$6,308;0
491;473;R$7,890;591
527;474;R$8,621;0
279;475;R$5,436;0
947;476;R$5,290;0
243;477;R$9,584;0
575;478;R$8,307;0
809;479;R$5,856;0
555;480;R$8,164;0
39;481;R$6,893;0
597;482;R$9,776;0
728;483;R$8,254;0
456;484;R$7,508;556
828;485;R$9,728;0
512;486;R$6,796;0
423;487;R$7,551;523
674;488;R$9,912;0
987;489;R$6,666;0
288;490;R$5,350;0
640;491;R$7,467;0
645;492;R$5,143;0
330;493;R$8,848;0
10;494;R$9,203;111
547;495;R$9,658;0
626;496;R$9,133;0
541;497;R$7,425;0
104;498;R$7,332;0
479;499;R$7,082;579
71;500;R$9,604;0
838;501;R$9,591;0
379;502;R$9,679;0
718;503;R$9,724;0
721;504;R$6,539;0
216;505;R$8,454;0
388;506;R$9,193;0
623;507;R$9,468;0
713;508;R$8,884;0
292;509;R$8,725;0
420;510;R$7,159;520
1000;511;R$9,750;0
211;512;R$6,192;451
607;513;R$5,001;0
692;514;R$8,518;0
740;515;R$8,508;0
85;516;R$5,301;0
64;517;R$7,435;0
336;518;R$6,669;0
66;519;R$8,521;430
624;520;R$8,557;0
585;521;R$8,709;0
121;522;R$8,636;0
131;523;R$8,737;0
625;524;R$8,236;0
363;525;R$8,052;0
716;526;R$7,429;0
23;527;R$7,043;0
457;528;R$6,730;557
24;529;R$6,733;0
928;530;R$8,473;0
536;531;R$8,628;0
523;532;R$7,551;0
299;533;R$5,291;0
461;534;R$7,850;561
600;535;R$5,492;839
594;536;R$8,469;0
586;537;R$7,212;0
42;538;R$6,099;946
84;539;R$7,307;0
125;540;R$6,328;0
473;541;R$8,234;573
598;542;R$6,270;0
578;543;R$9,573;0
319;544;R$6,149;0
281;545;R$8,817;0
9;546;R$6,933;0
729;547;R$5,730;0
632;548;R$7,867;0
738;549;R$9,105;0
112;550;R$7,702;262
507;551;R$8,400;0
767;552;R$5,688;0
45;553;R$9,428;0
836;554;R$5,933;0
227;555;R$8,177;268
894;556;R$9,565;0
157;557;R$5,930;0
882;558;R$8,542;0
967;559;R$5,388;0
668;560;R$6,745;0
755;561;R$5,875;0
746;562;R$6,471;0
944;563;R$5,081;0
705;564;R$5,943;0
222;565;R$7,534;0
89;566;R$7,857;0
988;567;R$6,807;0
888;568;R$6,902;0
893;569;R$8,122;0
833;570;R$7,120;0
921;571;R$6,689;0
529;572;R$8,734;0
683;573;R$6,421;0
370;574;R$6,176;0
905;575;R$5,816;0
750;576;R$8,831;0
219;577;R$7,045;0
54;578;R$5,996;0
265;579;R$6,409;0
676;580;R$5,219;0
846;581;R$9,155;0
215;582;R$6,561;0
486;583;R$7,212;586
142;584;R$7,904;0
849;585;R$7,671;886
590;586;R$8,279;0
377;587;R$8,086;0
515;588;R$6,644;0
972;589;R$6,782;0
791;590;R$5,021;0
565;591;R$5,155;0
677;592;R$7,148;0
170;593;R$7,493;0
134;594;R$7,799;0
324;595;R$6,388;0
747;596;R$5,882;0
57;597;R$8,274;0
554;598;R$6,586;0
950;599;R$5,729;0
524;600;R$9,259;0
240;601;R$9,569;0
568;602;R$7,964;0
593;603;R$7,381;0
789;604;R$9,612;0
397;605;R$7,835;0
724;606;R$8,701;0
614;607;R$5,473;0
323;608;R$5,511;0
376;609;R$8,255;0
341;610;R$9,380;0
569;611;R$7,653;0
502;612;R$8,349;0
704;613;R$8,993;0
633;614;R$8,199;0
553;615;R$8,888;0
395;616;R$5,017;0
824;617;R$8,637;0
504;618;R$7,064;0
4;619;R$5,609;431
328;620;R$6,612;0
290;621;R$6,524;0
450;622;R$7,914;550
687;623;R$9,391;0
711;624;R$9,365;0
174;625;R$5,524;383
570;626;R$6,911;0
136;627;R$5,677;0
992;628;R$5,057;0
102;629;R$6,361;0
521;630;R$5,985;0
106;631;R$9,681;0
435;632;R$9,057;535
155;633;R$5,837;0
365;634;R$6,557;0
320;635;R$8,755;0
293;636;R$5,562;0
817;637;R$5,940;0
268;638;R$8,177;0
731;639;R$9,656;0
982;640;R$9,187;0
810;641;R$6,228;0
748;642;R$6,749;0
923;643;R$8,272;0
942;644;R$9,341;0
205;645;R$6,881;0
275;646;R$6,731;0
171;647;R$8,069;0
827;648;R$9,295;0
224;649;R$8,407;951
303;650;R$8,873;0
535;651;R$9,057;0
823;652;R$8,358;0
7;653;R$6,168;0
402;654;R$8,349;502
484;655;R$6,688;584
318;656;R$9,904;0
1;657;R$9,181;0
144;658;R$6,236;0
636;659;R$8,334;0
35;660;R$5,100;0
542;661;R$7,567;0
378;662;R$8,169;0
671;663;R$7,265;0
199;664;R$7,719;0
873;665;R$7,623;0
255;666;R$9,713;0
641;667;R$7,203;0
508;668;R$5,794;0
374;669;R$7,335;0
417;670;R$9,872;517
118;671;R$9,575;0
218;672;R$8,700;0
225;673;R$6,740;0
719;674;R$5,168;0
612;675;R$8,293;0
20;676;R$8,868;0
613;677;R$9,288;0
151;678;R$6,951;0
853;679;R$9,137;0
135;680;R$6,445;0
359;681;R$5,587;0
603;682;R$6,423;0
652;683;R$5,564;0
58;684;R$7,391;0
599;685;R$9,232;0
857;686;R$7,660;0
906;687;R$9,147;0
52;688;R$9,329;0
229;689;R$6,433;0
366;690;R$7,448;0
6;691;R$8,668;0
534;692;R$7,543;0
580;693;R$7,124;0
903;694;R$6,660;0
460;695;R$8,906;560
286;696;R$9,881;0
87;697;R$6,685;0
629;698;R$7,200;0
496;699;R$5,012;596
237;700;R$6,407;0
511;701;R$6,518;0
582;702;R$7,402;0
75;703;R$5,359;0
835;704;R$6,160;0
426;705;R$8,269;526
467;706;R$7,573;567
403;707;R$5,439;503
539;708;R$7,749;0
438;709;R$7,320;538
493;710;R$7,381;593
468;711;R$7,964;568
309;712;R$7,672;0
540;713;R$5,522;0
610;714;R$9,335;0
61;715;R$5,908;0
758;716;R$6,085;0
181;717;R$9,567;0
120;718;R$8,951;0
248;719;R$5,824;885
109;720;R$8,497;0
957;721;R$7,608;0
203;722;R$9,040;0
153;723;R$9,548;0
195;724;R$5,482;0
329;725;R$9,633;0
606;726;R$8,795;0
700;727;R$7,952;0
805;728;R$9,316;0
981;729;R$8,577;0
27;730;R$7,005;0
818;731;R$5,582;0
703;732;R$8,070;0
522;733;R$9,336;0
399;734;R$5,707;0
615;735;R$6,465;0
499;736;R$9,232;599
630;737;R$8,248;0
469;738;R$7,653;569
29;739;R$5,450;0
269;740;R$7,131;0
405;741;R$8,603;505
230;742;R$5,835;708
386;743;R$5,057;992
655;744;R$9,692;0
272;745;R$6,306;0
146;746;R$8,179;0
307;747;R$7,839;0
145;748;R$8,136;0
449;749;R$9,564;549
261;750;R$5,927;0
77;751;R$6,496;0
505;752;R$8,603;0
715;753;R$8,750;0
558;754;R$6,282;0
173;755;R$7,187;0
779;756;R$7,175;0
808;757;R$7,639;0
308;758;R$6,050;0
707;759;R$8,359;0
357;760;R$9,928;0
737;761;R$5,401;0
13;762;R$6,217;0
909;763;R$8,648;0
926;764;R$8,042;0
638;765;R$8,917;0
664;766;R$9,064;0
76;767;R$6,921;0
962;768;R$5,270;0
263;769;R$5,626;0
349;770;R$9,226;0
250;771;R$9,498;0
714;772;R$7,828;0
790;773;R$9,745;892
226;774;R$8,340;0
101;775;R$6,505;0
901;776;R$8,083;0
197;777;R$6,588;0
209;778;R$9,487;0
50;779;R$7,073;0
786;780;R$5,493;0
577;781;R$9,835;0
929;782;R$7,107;0
686;783;R$6,724;0
562;784;R$6,813;0
347;785;R$8,211;0
884;786;R$5,520;0
69;787;R$8,744;0
94;788;R$8,209;0
579;789;R$7,082;0
690;790;R$5,362;0
870;791;R$7,632;0
778;792;R$7,518;0
178;793;R$5,851;0
306;794;R$7,535;433
800;795;R$6,698;0
583;796;R$9,788;0
701;797;R$8,902;0
257;798;R$5,026;400
332;799;R$5,225;0
335;800;R$6,175;0
898;801;R$5,863;0
796;802;R$5,129;0
821;803;R$9,419;0
851;804;R$7,638;0
622;805;R$5,335;861
862;806;R$6,915;0
274;807;R$6,120;0
31;808;R$7,690;0
476;809;R$8,835;576
977;810;R$6,278;0
105;811;R$7,696;0
177;812;R$6,060;0
514;813;R$8,482;0
168;814;R$8,823;0
79;815;R$7,097;0
210;816;R$8,983;0
922;817;R$5,346;0
213;818;R$6,965;0
260;819;R$9,020;0
190;820;R$5,611;0
806;821;R$8,249;0
766;822;R$7,037;0
989;823;R$8,224;0
596;824;R$5,012;0
548;825;R$5,495;0
959;826;R$8,111;0
960;827;R$5,879;0
785;828;R$6,010;0
369;829;R$9,580;0
164;830;R$9,442;0
735;831;R$7,485;0
264;832;R$9,775;0
589;833;R$6,417;743
993;834;R$9,875;0
51;835;R$9,290;0
663;836;R$8,806;0
877;837;R$7,668;0
11;838;R$9,870;0
696;839;R$7,501;0
885;840;R$5,824;0
410;841;R$6,368;510
448;842;R$5,495;548
509;843;R$7,425;541
500;844;R$5,492;600
563;845;R$9,985;0
581;846;R$8,867;0
189;847;R$7,809;0
373;848;R$9,577;0
584;849;R$6,688;0
60;850;R$9,077;776
176;851;R$7,360;0
241;852;R$7,230;0
997;853;R$8,309;0
327;854;R$7,271;0
874;855;R$8,674;0
172;856;R$9,038;0
294;857;R$9,752;0
573;858;R$8,234;0
970;859;R$9,252;0
979;860;R$5,246;0
745;861;R$7,793;0
122;862;R$5,274;0
103;863;R$6,956;0
297;864;R$6,539;721
322;865;R$6,401;0
480;866;R$7,124;580
708;867;R$5,835;0
48;868;R$7,409;0
549;869;R$9,564;0
847;870;R$8,825;0
384;871;R$9,891;0
162;872;R$5,214;654
494;873;R$8,469;594
431;874;R$5,609;531
280;875;R$6,442;0
855;876;R$7,788;0
428;877;R$5,852;528
409;878;R$7,425;441
26;879;R$8,657;73
912;880;R$8,972;941
411;881;R$6,518;511
998;882;R$5,759;0
550;883;R$7,914;0
644;884;R$9,458;0
154;885;R$6,499;0
811;886;R$5,754;0
475;887;R$8,307;575
91;888;R$7,025;0
560;889;R$8,906;0
143;890;R$7,718;0
201;891;R$6,348;0
657;892;R$7,793;745
137;893;R$5,894;0
691;894;R$6,696;0
471;895;R$9,955;571
3;896;R$7,759;34
346;897;R$6,982;0
466;898;R$7,370;566
864;899;R$9,215;0
932;900;R$9,737;0
936;901;R$7,192;0
660;902;R$8,753;0
854;903;R$5,346;922
396;904;R$8,822;0
986;905;R$9,240;0
971;906;R$7,530;0
439;907;R$7,749;539
406;908;R$9,973;506
797;909;R$8,143;0
231;910;R$8,176;0
267;911;R$8,610;0
442;912;R$7,567;542
375;913;R$5,907;0
470;914;R$6,911;570
433;915;R$7,535;533
839;916;R$5,492;0
472;917;R$5,435;572
482;918;R$7,402;582
383;919;R$5,524;0
128;920;R$6,436;0
223;921;R$5,347;0
896;922;R$9,108;0
781;923;R$8,897;0
316;924;R$8,414;0
440;925;R$5,522;540
289;926;R$5,497;0
270;927;R$7,657;0
742;928;R$7,579;0
793;929;R$7,994;0
353;930;R$7,101;0
100;931;R$5,800;0
451;932;R$6,192;551
952;933;R$6,686;0
188;934;R$8,841;0
110;935;R$5,407;0
653;936;R$8,385;0
759;937;R$5,796;0
880;938;R$9,976;0
812;939;R$6,743;0
669;940;R$9,076;0
350;941;R$7,558;0
427;942;R$8,621;527
140;943;R$8,540;0
567;944;R$7,573;0
948;945;R$8,246;0
362;946;R$7,570;0
158;947;R$6,040;0
333;948;R$8,165;0
634;949;R$8,890;0
191;950;R$7,872;0
752;951;R$6,088;787
830;952;R$8,111;959
380;953;R$6,688;484
996;954;R$7,483;0
889;955;R$8,648;909
253;956;R$7,568;0
385;957;R$8,720;0
244;958;R$9,660;0
832;959;R$9,379;0
774;960;R$7,998;0
86;961;R$9,433;0
425;962;R$6,564;525
139;963;R$8,671;0
458;964;R$6,282;558
917;965;R$5,749;0
946;966;R$6,099;0
180;967;R$8,369;0
920;968;R$9,227;0
372;969;R$9,523;0
525;970;R$6,564;0
841;971;R$9,875;993
965;972;R$7,219;0
129;973;R$8,875;0
404;974;R$7,064;504
643;975;R$6,302;0
646;976;R$8,057;0
620;977;R$5,051;0
528;978;R$5,852;0
795;979;R$7,104;0
856;980;R$5,978;0
412;981;R$6,796;512
532;982;R$5,111;0
298;983;R$6,783;0
842;984;R$9,747;0
62;985;R$7,759;0
608;986;R$8,160;0
382;987;R$5,991;0
587;988;R$6,033;0
736;989;R$6,981;0
994;990;R$6,296;0
680;991;R$5,911;0
937;992;R$9,325;0
868;993;R$7,033;0
325;994;R$9,008;0
63;995;R$8,682;0
165;996;R$7,446;0
865;997;R$6,874;0
80;998;R$6,502;0
619;999;R$9,582;0
787;1000;R$6,088;0
