ED;ID;Salario
907;465;R$6,590
352;175;R$6,601
631;16;R$6,606
328;620;R$6,612
763;317;R$6,618
651;301;R$6,629
902;100;R$6,633
679;159;R$6,634
930;402;R$6,637
788;394;R$6,639
415;427;R$6,644
515;588;R$6,644
344;206;R$6,657
903;694;R$6,660
159;380;R$6,662
987;489;R$6,666
336;518;R$6,669
726;393;R$6,683
87;697;R$6,685
952;933;R$6,686
380;953;R$6,688
484;655;R$6,688
584;849;R$6,688
921;571;R$6,689
618;54;R$6,694
691;894;R$6,696
609;202;R$6,697
800;795;R$6,698
983;246;R$6,704
772;300;R$6,706
919;401;R$6,708
686;783;R$6,724
457;528;R$6,730
557;184;R$6,730
275;646;R$6,731
24;529;R$6,733
900;418;R$6,737
225;673;R$6,740
812;939;R$6,743
668;560;R$6,745
748;642;R$6,749
55;161;R$6,760
5;226;R$6,778
972;589;R$6,782
298;983;R$6,783
777;194;R$6,784
412;981;R$6,796
512;486;R$6,796
963;372;R$6,807
988;567;R$6,807
720;333;R$6,811
462;340;R$6,813
562;784;R$6,813
825;239;R$6,827
72;53;R$6,871
956;128;R$6,873
865;997;R$6,874
205;645;R$6,881
807;5;R$6,882
39;481;R$6,893
124;420;R$6,894
888;568;R$6,902
659;438;R$6,909
192;350;R$6,910
470;914;R$6,911
570;626;R$6,911
862;806;R$6,915
76;767;R$6,921
879;150;R$6,924
277;40;R$6,928
156;327;R$6,930
9;546;R$6,933
151;678;R$6,951
103;863;R$6,956
688;30;R$6,960
213;818;R$6,965
995;45;R$6,966
647;303;R$6,971
242;221;R$6,977
736;989;R$6,981
346;897;R$6,982
81;424;R$6,983
27;730;R$7,005
637;115;R$7,023
91;888;R$7,025
202;355;R$7,030
868;993;R$7,033
766;822;R$7,037
23;527;R$7,043
22;223;R$7,044
219;577;R$7,045
404;974;R$7,064
504;618;R$7,064
50;779;R$7,073
479;499;R$7,082
579;789;R$7,082
79;815;R$7,097
678;242;R$7,099
353;930;R$7,101
795;979;R$7,104
929;782;R$7,107
833;570;R$7,120
480;866;R$7,124
580;693;R$7,124
116;113;R$7,127
269;740;R$7,131
115;431;R$7,142
617;127;R$7,145
677;592;R$7,148
840;283;R$7,155
420;510;R$7,159
520;457;R$7,159
779;756;R$7,175
173;755;R$7,187
878;339;R$7,188
936;901;R$7,192
629;698;R$7,200
641;667;R$7,203
220;85;R$7,208
300;44;R$7,210
486;583;R$7,212
586;537;R$7,212
271;213;R$7,213
965;972;R$7,219
241;852;R$7,230
765;222;R$7,245
317;370;R$7,254
671;663;R$7,265
966;228;R$7,267
327;854;R$7,271
30;459;R$7,286
84;539;R$7,307
438;709;R$7,320
538;311;R$7,320
104;498;R$7,332
374;669;R$7,335
850;299;R$7,336
295;172;R$7,349
780;195;R$7,350
437;263;R$7,356
537;149;R$7,356
176;851;R$7,360
924;369;R$7,367
466;898;R$7,370
566;177;R$7,370
389;309;R$7,373
493;710;R$7,381
593;603;R$7,381
12;199;R$7,382
980;215;R$7,386
58;684;R$7,391
138;67;R$7,400
482;918;R$7,402
582;702;R$7,402
48;868;R$7,409
409;878;R$7,425
441;141;R$7,425
509;843;R$7,425
541;497;R$7,425
716;526;R$7,429
331;297;R$7,430
64;517;R$7,435
165;996;R$7,446
366;690;R$7,448
911;342;R$7,451
198;294;R$7,461
640;491;R$7,467
249;357;R$7,476
996;954;R$7,483
735;831;R$7,485
170;593;R$7,493
38;216;R$7,497
696;839;R$7,501
456;484;R$7,508
556;270;R$7,508
778;792;R$7,518
200;167;R$7,519
769;374;R$7,522
282;49;R$7,525
971;906;R$7,530
114;204;R$7,532
222;565;R$7,534
306;794;R$7,535
433;915;R$7,535
533;312;R$7,535
434;368;R$7,543
534;692;R$7,543
887;65;R$7,544
423;487;R$7,551
523;532;R$7,551
667;114;R$7,553
350;941;R$7,558
442;912;R$7,567
542;661;R$7,567
253;956;R$7,568
362;946;R$7,570
974;281;R$7,572
467;706;R$7,573
567;944;R$7,573
742;928;R$7,579
152;249;R$7,584
819;125;R$7,591
233;66;R$7,602
784;347;R$7,603
957;721;R$7,608
910;103;R$7,621
873;665;R$7,623
991;409;R$7,624
870;791;R$7,632
126;396;R$7,634
90;413;R$7,636
851;804;R$7,638
808;757;R$7,639
814;111;R$7,643
82;248;R$7,650
469;738;R$7,653
569;611;R$7,653
270;927;R$7,657
857;686;R$7,660
964;78;R$7,663
877;837;R$7,668
849;585;R$7,671
886;453;R$7,671
309;712;R$7,672
749;25;R$7,674
768;244;R$7,681
31;808;R$7,690
105;811;R$7,696
112;550;R$7,702
262;422;R$7,702
762;404;R$7,711
143;890;R$7,718
199;664;R$7,719
990;4;R$7,724
53;13;R$7,736
358;446;R$7,738
43;406;R$7,739
439;907;R$7,749
539;708;R$7,749
3;896;R$7,759
34;395;R$7,759
62;985;R$7,759
314;278;R$7,760
179;329;R$7,763
401;109;R$7,784
501;290;R$7,784
855;876;R$7,788
246;209;R$7,790
657;892;R$7,793
745;861;R$7,793
134;594;R$7,799
189;847;R$7,809
390;160;R$7,824
714;772;R$7,828
397;605;R$7,835
307;747;R$7,839
866;458;R$7,849
461;534;R$7,850
561;35;R$7,850
945;99;R$7,855
89;566;R$7,857
632;548;R$7,867
191;950;R$7,872
234;381;R$7,875
869;121;R$7,876
491;473;R$7,890
591;307;R$7,890
142;584;R$7,904
259;76;R$7,906
305;279;R$7,908
450;622;R$7,914
550;883;R$7,914
852;26;R$7,923
822;444;R$7,933
837;274;R$7,941
872;181;R$7,949
700;727;R$7,952
468;711;R$7,964
568;602;R$7,964
21;106;R$7,966
666;196;R$7,981
793;929;R$7,994
656;208;R$7,995
774;960;R$7,998
278;426;R$8,012
361;108;R$8,012
650;289;R$8,017
214;169;R$8,034
95;330;R$8,037
926;764;R$8,042
363;525;R$8,052
356;392;R$8,053
697;429;R$8,053
985;201;R$8,053
605;23;R$8,054
646;976;R$8,057
604;419;R$8,065
171;647;R$8,069
703;732;R$8,070
901;776;R$8,083
377;587;R$8,086
918;32;R$8,089
830;952;R$8,111
959;826;R$8,111
893;569;R$8,122
831;282;R$8,133
145;748;R$8,136
797;909;R$8,143
804;439;R$8,151
28;61;R$8,158
608;986;R$8,160
455;361;R$8,164
555;480;R$8,164
333;948;R$8,165
302;375;R$8,169
378;662;R$8,169
231;910;R$8,176
227;555;R$8,177
268;638;R$8,177
146;746;R$8,179
627;60;R$8,182
633;614;R$8,199
935;265;R$8,204
204;63;R$8,206
94;788;R$8,209
347;785;R$8,211
989;823;R$8,224
258;445;R$8,233
473;541;R$8,234
573;858;R$8,234
625;524;R$8,236
948;945;R$8,246
630;737;R$8,248
806;821;R$8,249
728;483;R$8,254
376;609;R$8,255
955;41;R$8,267
975;408;R$8,267
426;705;R$8,269
526;295;R$8,269
923;643;R$8,272
57;597;R$8,274
490;231;R$8,279
590;586;R$8,279
398;62;R$8,281
207;145;R$8,285
949;352;R$8,286
32;432;R$8,291
612;675;R$8,293
876;188;R$8,304
475;887;R$8,307
575;478;R$8,307
978;86;R$8,309
997;853;R$8,309
92;135;R$8,326
799;227;R$8,331
636;659;R$8,334
252;448;R$8,339
226;774;R$8,340
402;654;R$8,349
502;612;R$8,349
823;652;R$8,358
707;759;R$8,359
672;28;R$8,364
180;967;R$8,369
653;936;R$8,385
117;470;R$8,393
407;247;R$8,400
507;551;R$8,400
160;230;R$8,402
224;649;R$8,407
951;467;R$8,407
316;924;R$8,414
611;258;R$8,425
999;220;R$8,427
2;335;R$8,431
47;260;R$8,441
273;7;R$8,442
216;505;R$8,454
494;873;R$8,469
594;536;R$8,469
928;530;R$8,473
881;64;R$8,481
414;344;R$8,482
514;813;R$8,482
343;118;R$8,486
109;720;R$8,497
740;515;R$8,508
692;514;R$8,518
66;519;R$8,521
430;324;R$8,521
530;155;R$8,521
59;73;R$8,523
140;943;R$8,540
882;558;R$8,542
44;57;R$8,545
753;94;R$8,552
624;520;R$8,557
675;129;R$8,560
845;8;R$8,560
981;729;R$8,577
727;284;R$8,585
934;87;R$8,596
236;423;R$8,599
958;101;R$8,601
405;741;R$8,603
505;752;R$8,603
267;911;R$8,610
427;942;R$8,621
527;474;R$8,621
436;251;R$8,628
536;531;R$8,628
121;522;R$8,636
824;617;R$8,637
889;955;R$8,648
909;763;R$8,648
968;137;R$8,651
730;190;R$8,653
26;879;R$8,657
73;320;R$8,657
628;46;R$8,661
6;691;R$8,668
139;963;R$8,671
874;855;R$8,674
63;995;R$8,682
367;89;R$8,688
670;322;R$8,690
17;88;R$8,698
218;672;R$8,700
724;606;R$8,701
488;415;R$8,702
588;346;R$8,702
492;336;R$8,704
592;217;R$8,704
485;433;R$8,709
585;521;R$8,709
130;131;R$8,714
385;957;R$8,720
292;509;R$8,725
326;391;R$8,729
429;421;R$8,734
529;572;R$8,734
131;523;R$8,737
69;787;R$8,744
715;753;R$8,750
15;130;R$8,752
660;902;R$8,753
320;635;R$8,755
342;178;R$8,764
694;399;R$8,767
78;210;R$8,769
186;80;R$8,780
464;144;R$8,780
564;33;R$8,780
883;359;R$8,788
606;726;R$8,795
663;836;R$8,806
916;146;R$8,811
281;545;R$8,817
843;93;R$8,818
396;904;R$8,822
168;814;R$8,823
847;870;R$8,825
750;576;R$8,831
167;398;R$8,832
476;809;R$8,835
576;163;R$8,835
221;259;R$8,837
188;934;R$8,841
330;493;R$8,848
744;70;R$8,864
481;19;R$8,867
581;846;R$8,867
20;676;R$8,868
312;331;R$8,870
303;650;R$8,873
129;973;R$8,875
41;385;R$8,884
713;508;R$8,884
453;168;R$8,888
553;615;R$8,888
634;949;R$8,890
781;923;R$8,897
701;797;R$8,902
460;695;R$8,906
560;889;R$8,906
638;765;R$8,917
133;218;R$8,922
46;74;R$8,941
802;186;R$8,947
120;718;R$8,951
301;157;R$8,960
119;39;R$8,967
871;14;R$8,970
912;880;R$8,972
941;174;R$8,972
210;816;R$8,983
40;334;R$8,984
183;173;R$8,985
891;293;R$8,985
658;59;R$8,988
717;377;R$8,988
704;613;R$8,993
325;994;R$9,008
635;136;R$9,019
260;819;R$9,020
194;461;R$9,024
247;197;R$9,024
172;856;R$9,038
203;722;R$9,040
662;116;R$9,053
435;632;R$9,057
535;651;R$9,057
933;451;R$9,059
664;766;R$9,064
665;471;R$9,073
669;940;R$9,076
60;850;R$9,077
776;288;R$9,077
254;29;R$9,089
338;384;R$9,090
74;275;R$9,092
761;462;R$9,092
739;211;R$9,093
738;549;R$9,105
896;922;R$9,108
107;273;R$9,111
826;187;R$9,120
256;351;R$9,127
734;229;R$9,131
626;496;R$9,133
853;679;R$9,137
733;319;R$9,142
906;687;R$9,147
899;349;R$9,154
846;581;R$9,155
649;120;R$9,167
337;272;R$9,168
360;245;R$9,177
1;657;R$9,181
982;640;R$9,187
388;506;R$9,193
97;219;R$9,199
196;383;R$9,199
10;494;R$9,203
111;373;R$9,203
681;362;R$9,204
864;899;R$9,215
70;34;R$9,219
418;255;R$9,219
518;435;R$9,219
349;770;R$9,226
920;968;R$9,227
499;736;R$9,232
599;685;R$9,232
834;271;R$9,236
443;313;R$9,240
543;58;R$9,240
986;905;R$9,240
970;859;R$9,252
424;81;R$9,259
524;600;R$9,259
169;143;R$9,264
775;302;R$9,270
613;677;R$9,288
51;835;R$9,290
827;648;R$9,295
150;388;R$9,305
805;728;R$9,316
937;992;R$9,325
52;688;R$9,329
610;714;R$9,335
422;363;R$9,336
522;733;R$9,336
14;447;R$9,338
8;266;R$9,339
942;644;R$9,341
859;142;R$9,349
764;138;R$9,354
711;624;R$9,365
296;84;R$9,368
858;449;R$9,377
832;959;R$9,379
341;610;R$9,380
687;623;R$9,391
798;180;R$9,392
642;140;R$9,400
25;82;R$9,406
684;42;R$9,412
123;79;R$9,418
821;803;R$9,419
698;22;R$9,422
313;425;R$9,423
315;91;R$9,423
495;51;R$9,425
595;416;R$9,425
45;553;R$9,428
285;407;R$9,432
86;961;R$9,433
164;830;R$9,442
238;443;R$9,443
689;267;R$9,453
644;884;R$9,458
132;52;R$9,460
693;241;R$9,463
276;139;R$9,465
623;507;R$9,468
209;778;R$9,487
250;771;R$9,498
682;354;R$9,503
372;969;R$9,523
153;723;R$9,548
969;376;R$9,549
908;414;R$9,551
83;321;R$9,555
741;191;R$9,556
449;749;R$9,564
549;869;R$9,564
894;556;R$9,565
181;717;R$9,567
240;601;R$9,569
976;261;R$9,571
478;151;R$9,573
578;543;R$9,573
118;671;R$9,575
373;848;R$9,577
369;829;R$9,580
619;999;R$9,582
243;477;R$9,584
446;306;R$9,588
546;193;R$9,588
838;501;R$9,591
266;104;R$9,594
820;326;R$9,602
71;500;R$9,604
602;387;R$9,606
789;604;R$9,612
329;725;R$9,633
867;2;R$9,636
731;639;R$9,656
447;132;R$9,658
547;495;R$9,658
244;958;R$9,660
18;371;R$9,673
379;502;R$9,679
106;631;R$9,681
757;262;R$9,682
756;192;R$9,685
655;744;R$9,692
291;325;R$9,702
255;666;R$9,713
718;503;R$9,724
828;485;R$9,728
639;112;R$9,734
932;900;R$9,737
790;773;R$9,745
892;185;R$9,745
842;984;R$9,747
1000;511;R$9,750
294;857;R$9,752
931;176;R$9,754
161;460;R$9,755
354;126;R$9,756
96;234;R$9,762
392;102;R$9,771
264;832;R$9,775
497;365;R$9,776
597;482;R$9,776
99;323;R$9,787
483;454;R$9,788
583;796;R$9,788
175;183;R$9,807
648;198;R$9,816
148;71;R$9,821
235;97;R$9,832
477;343;R$9,835
577;781;R$9,835
913;224;R$9,837
11;838;R$9,870
417;670;R$9,872
517;405;R$9,872
841;971;R$9,875
993;834;R$9,875
286;696;R$9,881
384;871;R$9,891
318;656;R$9,904
674;488;R$9,912
695;390;R$9,919
770;268;R$9,921
357;760;R$9,928
773;256;R$9,931
685;298;R$9,945
471;895;R$9,955
571;83;R$9,955
616;20;R$9,959
406;908;R$9,973
506;250;R$9,973
815;182;R$9,976
880;938;R$9,976
463;17;R$9,985
563;845;R$9,985
702;11;R$9,986
709;225;R$9,992
217;318;R$9,994
36;382;R$9,997
311;364;R$9,999
