ED;ID;Estado_Civil;Prox.Estado_Civil
556;270;Divorciado;557
834;271;Divorciado;840
337;272;Solteiro;343
107;273;Divorciado;108
837;274;Solteiro;846
74;275;Casado;77
19;276;Solteiro;20
445;277;Casado;450
314;278;Divorciado;330
305;279;Viúvo;310
381;280;Viúvo;389
974;281;Divorciado;976
831;282;Viúvo;838
840;283;Divorciado;845
727;284;Solteiro;728
432;285;Divorciado;435
127;286;Viúvo;129
287;287;Solteiro;293
776;288;Solteiro;782
650;289;Casado;651
501;290;Solteiro;524
897;291;Viúvo;901
283;292;Casado;286
891;293;Casado;892
198;294;Divorciado;214
526;295;Viúvo;527
37;296;Solteiro;38
331;297;Viúvo;334
685;298;Viúvo;687
850;299;Solteiro;851
772;300;Solteiro;776
651;301;Casado;652
775;302;Viúvo;777
647;303;Viúvo;649
93;304;Casado;97
391;305;Solteiro;401
446;306;Solteiro;448
591;307;Viúvo;595
722;308;Viúvo;726
389;309;Viúvo;392
712;310;Solteiro;727
538;311;Divorciado;540
533;312;Casado;539
443;313;Solteiro;446
572;314;Casado;575
927;315;Solteiro;932
860;316;Casado;865
763;317;Casado;764
217;318;Viúvo;220
733;319;Divorciado;736
73;320;Divorciado;81
83;321;Casado;86
670;322;Viúvo;676
99;323;Casado;106
430;324;Casado;431
291;325;Divorciado;292
820;326;Divorciado;821
156;327;Casado;158
65;328;Divorciado;66
179;329;Viúvo;186
95;330;Solteiro;101
312;331;Viúvo;318
954;332;Viúvo;955
720;333;Divorciado;721
40;334;Viúvo;42
2;335;Casado;6
492;336;Casado;494
848;337;Divorciado;852
387;338;Divorciado;390
878;339;Casado;883
462;340;Solteiro;464
973;341;Divorciado;974
911;342;Divorciado;921
477;343;Solteiro;488
414;344;Viúvo;415
339;345;Divorciado;341
588;346;Solteiro;593
784;347;Casado;785
416;348;Viúvo;420
899;349;Divorciado;904
192;350;Viúvo;193
256;351;Casado;259
949;352;Divorciado;952
393;353;Divorciado;403
682;354;Viúvo;685
202;355;Solteiro;203
601;356;Viúvo;605
249;357;Viúvo;250
513;358;Casado;518
883;359;Casado;884
771;360;Casado;779
455;361;Casado;458
681;362;Divorciado;690
422;363;Casado;423
311;364;Casado;315
497;365;Viúvo;505
184;366;Casado;185
452;367;Divorciado;456
434;368;Solteiro;437
924;369;Divorciado;925
317;370;Casado;321
18;371;Divorciado;23
963;372;Divorciado;973
111;373;Viúvo;120
769;374;Divorciado;773
302;375;Divorciado;307
969;376;Casado;970
717;377;Casado;718
187;378;Divorciado;188
340;379;Viúvo;344
159;380;Viúvo;161
234;381;Viúvo;236
36;382;Viúvo;40
196;383;Divorciado;198
338;384;Casado;342
41;385;Casado;43
544;386;Divorciado;547
602;387;Solteiro;603
150;388;Solteiro;152
371;389;Solteiro;372
695;390;Divorciado;704
326;391;Casado;338
356;392;Divorciado;358
726;393;Viúvo;732
788;394;Casado;801
34;395;Casado;41
126;396;Solteiro;136
816;397;Solteiro;818
167;398;Divorciado;168
694;399;Solteiro;709
925;400;Divorciado;931
919;401;Solteiro;927
930;402;Viúvo;934
348;403;Divorciado;356
762;404;Divorciado;768
517;405;Divorciado;519
43;406;Casado;49
285;407;Viúvo;289
975;408;Viúvo;982
991;409;Solteiro;999
98;410;Viúvo;100
732;411;Viúvo;739
364;412;Divorciado;365
90;413;Viúvo;98
908;414;Divorciado;909
488;415;Solteiro;493
595;416;Viúvo;597
510;417;Casado;513
900;418;Casado;902
604;419;Solteiro;608
124;420;Solteiro;126
429;421;Viúvo;436
262;422;Solteiro;268
236;423;Viúvo;237
81;424;Divorciado;85
313;425;Solteiro;320
278;426;Viúvo;285
415;427;Viúvo;416
166;428;Casado;176
697;429;Viúvo;698
251;430;Viúvo;255
115;431;Solteiro;118
32;432;Solteiro;37
485;433;Viúvo;486
875;434;Divorciado;877
518;435;Casado;521
245;436;Casado;252
56;437;Divorciado;57
659;438;Viúvo;660
804;439;Solteiro;808
487;440;Divorciado;489
915;441;Casado;917
147;442;Viúvo;149
238;443;Divorciado;239
822;444;Divorciado;825
258;445;Viúvo;263
358;446;Divorciado;364
14;447;Divorciado;15
252;448;Casado;256
858;449;Casado;859
943;450;Divorciado;946
933;451;Divorciado;937
699;452;Viúvo;701
886;453;Viúvo;888
483;454;Divorciado;487
503;455;Divorciado;504
185;456;Casado;195
520;457;Viúvo;526
866;458;Viúvo;871
30;459;Divorciado;33
161;460;Viúvo;177
194;461;Viúvo;204
761;462;Casado;763
953;463;Casado;957
801;464;Casado;805
907;465;Casado;912
863;466;Divorciado;867
951;467;Casado;953
574;468;Viúvo;576
706;469;Divorciado;714
117;470;Casado;123
665;471;Viúvo;666
760;472;Viúvo;774
491;473;Viúvo;495
527;474;Viúvo;528
279;475;Divorciado;280
947;476;Casado;948
243;477;Casado;245
575;478;Casado;578
809;479;Viúvo;823
555;480;Casado;558
39;481;Solteiro;44
597;482;Viúvo;601
728;483;Solteiro;730
456;484;Divorciado;457
828;485;Solteiro;830
512;486;Divorciado;517
423;487;Casado;430
674;488;Solteiro;678
987;489;Casado;988
288;490;Divorciado;291
640;491;Divorciado;642
645;492;Solteiro;657
330;493;Divorciado;332
10;494;Casado;11
547;495;Divorciado;549
626;496;Divorciado;628
541;497;Viúvo;554
104;498;Solteiro;110
479;499;Viúvo;480
71;500;Casado;72
838;501;Viúvo;841
379;502;Casado;382
718;503;Casado;719
721;504;Divorciado;724
216;505;Solteiro;221
388;506;Casado;395
623;507;Casado;634
713;508;Viúvo;715
292;509;Divorciado;295
420;510;Viúvo;426
1000;511;Divorciado;0
211;512;Casado;213
607;513;Casado;622
692;514;Viúvo;697
740;515;Solteiro;741
85;516;Divorciado;89
64;517;Casado;71
336;518;Solteiro;337
66;519;Divorciado;73
624;520;Viúvo;629
585;521;Viúvo;586
121;522;Viúvo;127
131;523;Viúvo;132
625;524;Divorciado;626
363;525;Solteiro;371
716;526;Divorciado;720
23;527;Divorciado;24
457;528;Divorciado;461
24;529;Divorciado;30
928;530;Casado;929
536;531;Viúvo;541
523;532;Casado;530
299;533;Viúvo;301
461;534;Divorciado;463
600;535;Solteiro;602
594;536;Casado;607
586;537;Viúvo;590
42;538;Viúvo;45
84;539;Solteiro;87
125;540;Casado;128
473;541;Viúvo;474
598;542;Solteiro;599
578;543;Casado;584
319;544;Viúvo;324
281;545;Casado;283
9;546;Solteiro;12
729;547;Divorciado;733
632;548;Divorciado;633
738;549;Divorciado;742
112;550;Divorciado;116
507;551;Viúvo;511
767;552;Casado;771
45;553;Viúvo;46
836;554;Solteiro;837
227;555;Viúvo;234
894;556;Solteiro;896
157;557;Viúvo;159
882;558;Solteiro;894
967;559;Viúvo;971
668;560;Divorciado;669
755;561;Casado;761
746;562;Solteiro;749
944;563;Solteiro;945
705;564;Divorciado;706
222;565;Viúvo;223
89;566;Divorciado;92
988;567;Casado;990
888;568;Viúvo;897
893;569;Divorciado;895
833;570;Solteiro;836
921;571;Divorciado;922
529;572;Viúvo;536
683;573;Casado;691
370;574;Casado;375
905;575;Casado;907
750;576;Casado;755
219;577;Divorciado;226
54;578;Viúvo;58
265;579;Viúvo;269
676;580;Viúvo;677
846;581;Solteiro;850
215;582;Casado;218
486;583;Viúvo;490
142;584;Viúvo;145
849;585;Viúvo;866
590;586;Viúvo;591
377;587;Solteiro;378
515;588;Viúvo;516
972;589;Casado;981
791;590;Viúvo;794
565;591;Casado;566
677;592;Viúvo;679
170;593;Divorciado;173
134;594;Viúvo;135
324;595;Viúvo;328
747;596;Divorciado;748
57;597;Divorciado;59
554;598;Viúvo;568
950;599;Viúvo;954
524;600;Solteiro;525
240;601;Casado;243
568;602;Viúvo;569
593;603;Solteiro;596
789;604;Divorciado;790
397;605;Casado;398
724;606;Divorciado;729
614;607;Solteiro;620
323;608;Solteiro;325
376;609;Divorciado;380
341;610;Divorciado;345
569;611;Viúvo;573
502;612;Casado;506
704;613;Divorciado;705
633;614;Divorciado;636
553;615;Casado;555
395;616;Casado;396
824;617;Casado;829
504;618;Divorciado;508
4;619;Solteiro;9
328;620;Viúvo;331
290;621;Casado;294
450;622;Casado;451
687;623;Viúvo;689
711;624;Solteiro;712
174;625;Divorciado;175
570;626;Divorciado;571
136;627;Solteiro;140
992;628;Viúvo;993
102;629;Solteiro;104
521;630;Casado;522
106;631;Casado;117
435;632;Divorciado;438
155;633;Divorciado;160
365;634;Divorciado;367
320;635;Solteiro;323
293;636;Solteiro;296
817;637;Divorciado;820
268;638;Solteiro;272
731;639;Solteiro;735
982;640;Viúvo;984
810;641;Divorciado;812
748;642;Divorciado;753
923;643;Viúvo;926
942;644;Casado;947
205;645;Casado;210
275;646;Solteiro;277
171;647;Solteiro;172
827;648;Solteiro;828
224;649;Solteiro;230
303;650;Solteiro;304
535;651;Divorciado;538
823;652;Viúvo;831
7;653;Viúvo;21
402;654;Casado;406
484;655;Casado;492
318;656;Viúvo;319
1;657;Solteiro;4
144;658;Divorciado;148
636;659;Divorciado;638
35;660;Viúvo;36
542;661;Casado;545
378;662;Solteiro;385
671;663;Solteiro;673
199;664;Casado;205
873;665;Casado;878
255;666;Viúvo;258
641;667;Casado;646
508;668;Divorciado;509
374;669;Divorciado;376
417;670;Divorciado;419
118;671;Solteiro;124
218;672;Casado;225
225;673;Casado;231
719;674;Casado;723
612;675;Divorciado;615
20;676;Solteiro;27
613;677;Solteiro;614
151;678;Viúvo;157
853;679;Casado;858
135;680;Viúvo;138
359;681;Casado;361
603;682;Solteiro;604
652;683;Casado;655
58;684;Viúvo;68
599;685;Solteiro;600
857;686;Divorciado;862
906;687;Solteiro;919
52;688;Viúvo;53
229;689;Divorciado;233
366;690;Casado;368
6;691;Casado;10
534;692;Solteiro;537
580;693;Viúvo;581
903;694;Viúvo;916
460;695;Solteiro;462
286;696;Casado;290
87;697;Solteiro;95
629;698;Viúvo;630
496;699;Solteiro;498
237;700;Viúvo;242
511;701;Viúvo;514
582;702;Viúvo;585
75;703;Solteiro;76
835;704;Casado;839
426;705;Viúvo;427
467;706;Casado;472
403;707;Divorciado;404
539;708;Casado;542
438;709;Divorciado;440
493;710;Solteiro;496
468;711;Viúvo;469
309;712;Solteiro;313
540;713;Divorciado;544
610;714;Divorciado;611
61;715;Solteiro;62
758;716;Viúvo;759
181;717;Casado;182
120;718;Viúvo;121
248;719;Viúvo;249
109;720;Divorciado;112
957;721;Casado;958
203;722;Solteiro;212
153;723;Divorciado;155
195;724;Casado;197
329;725;Solteiro;333
606;726;Viúvo;609
700;727;Casado;707
805;728;Casado;813
981;729;Casado;987
27;730;Solteiro;32
818;731;Solteiro;819
703;732;Viúvo;708
522;733;Casado;523
399;734;Casado;402
615;735;Divorciado;617
499;736;Solteiro;500
630;737;Viúvo;635
469;738;Viúvo;473
29;739;Casado;31
269;740;Viúvo;276
405;741;Viúvo;407
230;742;Solteiro;232
386;743;Divorciado;387
655;744;Casado;656
272;745;Solteiro;274
146;746;Casado;154
307;747;Divorciado;314
145;748;Viúvo;147
449;749;Divorciado;452
261;750;Solteiro;262
77;751;Casado;78
505;752;Viúvo;507
715;753;Viúvo;722
558;754;Casado;559
173;755;Divorciado;174
779;756;Casado;780
808;757;Solteiro;811
308;758;Solteiro;309
707;759;Casado;717
357;760;Casado;359
737;761;Solteiro;740
13;762;Solteiro;19
909;763;Divorciado;910
926;764;Viúvo;930
638;765;Divorciado;640
664;766;Divorciado;667
76;767;Solteiro;80
962;768;Solteiro;965
263;769;Viúvo;265
349;770;Solteiro;351
250;771;Viúvo;251
714;772;Divorciado;716
790;773;Divorciado;797
226;774;Divorciado;228
101;775;Solteiro;102
901;776;Viúvo;903
197;777;Casado;199
209;778;Viúvo;217
50;779;Solteiro;55
786;780;Casado;788
577;781;Solteiro;588
929;782;Casado;936
686;783;Solteiro;688
562;784;Solteiro;564
347;785;Casado;350
884;786;Casado;885
69;787;Solteiro;75
94;788;Divorciado;96
579;789;Viúvo;580
690;790;Divorciado;693
870;791;Divorciado;872
778;792;Divorciado;783
178;793;Solteiro;180
306;794;Casado;311
800;795;Divorciado;802
583;796;Divorciado;587
701;797;Viúvo;702
257;798;Divorciado;264
332;799;Divorciado;339
335;800;Viúvo;340
898;801;Casado;900
796;802;Solteiro;804
821;803;Divorciado;822
851;804;Solteiro;854
622;805;Casado;623
862;806;Divorciado;863
274;807;Solteiro;275
31;808;Casado;34
476;809;Viúvo;479
977;810;Divorciado;980
105;811;Viúvo;111
177;812;Viúvo;179
514;813;Viúvo;515
168;814;Divorciado;169
79;815;Casado;82
210;816;Casado;211
922;817;Divorciado;924
213;818;Casado;215
260;819;Solteiro;261
190;820;Viúvo;192
806;821;Divorciado;810
766;822;Solteiro;770
989;823;Viúvo;992
596;824;Solteiro;598
548;825;Solteiro;560
959;826;Casado;968
960;827;Solteiro;961
785;828;Casado;786
369;829;Casado;370
164;830;Solteiro;165
735;831;Solteiro;737
264;832;Divorciado;266
589;833;Divorciado;610
993;834;Viúvo;995
51;835;Divorciado;56
663;836;Solteiro;671
877;837;Divorciado;879
11;838;Casado;17
696;839;Casado;700
885;840;Casado;887
410;841;Casado;413
448;842;Solteiro;460
509;843;Divorciado;512
500;844;Solteiro;501
563;845;Divorciado;570
581;846;Viúvo;582
189;847;Divorciado;196
373;848;Solteiro;377
584;849;Casado;592
60;850;Casado;64
176;851;Casado;181
241;852;Divorciado;244
997;853;Viúvo;0
327;854;Solteiro;329
874;855;Viúvo;876
172;856;Solteiro;178
294;857;Casado;298
573;858;Viúvo;574
970;859;Casado;972
979;860;Solteiro;983
745;861;Solteiro;746
122;862;Divorciado;130
103;863;Divorciado;107
297;864;Divorciado;300
322;865;Casado;326
480;866;Viúvo;481
708;867;Viúvo;710
48;868;Divorciado;51
549;869;Divorciado;552
847;870;Viúvo;849
384;871;Divorciado;386
162;872;Divorciado;167
494;873;Casado;502
431;874;Casado;433
280;875;Divorciado;288
855;876;Solteiro;861
428;877;Viúvo;429
409;878;Divorciado;412
26;879;Casado;29
912;880;Casado;913
411;881;Viúvo;414
998;882;Casado;0
550;883;Casado;551
644;884;Viúvo;647
154;885;Casado;156
811;886;Solteiro;816
475;887;Casado;478
91;888;Casado;93
560;889;Solteiro;562
143;890;Divorciado;144
201;891;Solteiro;202
657;892;Solteiro;658
137;893;Casado;146
691;894;Casado;696
471;895;Divorciado;483
3;896;Viúvo;7
346;897;Viúvo;354
466;898;Casado;467
864;899;Solteiro;869
932;900;Solteiro;940
936;901;Casado;942
660;902;Viúvo;662
854;903;Solteiro;855
396;904;Casado;397
986;905;Solteiro;991
971;906;Viúvo;975
439;907;Casado;442
406;908;Casado;410
797;909;Divorciado;799
231;910;Casado;240
267;911;Divorciado;271
442;912;Casado;445
375;913;Casado;379
470;914;Divorciado;471
433;915;Casado;439
839;916;Casado;853
472;917;Casado;475
482;918;Viúvo;485
383;919;Casado;388
128;920;Casado;137
223;921;Viúvo;227
896;922;Solteiro;906
781;923;Casado;784
316;924;Casado;317
440;925;Divorciado;444
289;926;Viúvo;299
270;927;Casado;273
742;928;Divorciado;747
793;929;Solteiro;796
353;930;Casado;357
100;931;Viúvo;105
451;932;Casado;453
952;933;Divorciado;963
188;934;Divorciado;189
110;935;Solteiro;113
653;936;Viúvo;654
759;937;Viúvo;760
880;938;Solteiro;882
812;939;Divorciado;817
669;940;Divorciado;672
350;941;Casado;352
427;942;Viúvo;428
140;943;Solteiro;150
567;944;Casado;572
948;945;Casado;951
362;946;Viúvo;381
158;947;Casado;163
333;948;Solteiro;336
634;949;Casado;641
191;950;Solteiro;200
752;951;Solteiro;754
830;952;Solteiro;832
380;953;Divorciado;384
996;954;Divorciado;1000
889;955;Casado;891
253;956;Divorciado;257
385;957;Solteiro;391
244;958;Divorciado;253
832;959;Solteiro;833
774;960;Viúvo;775
86;961;Casado;91
425;962;Solteiro;434
139;963;Divorciado;143
458;964;Casado;459
917;965;Casado;918
946;966;Divorciado;949
180;967;Solteiro;183
920;968;Casado;928
372;969;Solteiro;373
525;970;Solteiro;534
841;971;Viúvo;842
965;972;Solteiro;966
129;973;Viúvo;131
404;974;Divorciado;408
643;975;Divorciado;648
646;976;Casado;650
620;977;Solteiro;627
528;978;Viúvo;529
795;979;Viúvo;798
856;980;Divorciado;857
412;981;Divorciado;417
532;982;Divorciado;535
298;983;Casado;306
842;984;Viúvo;843
62;985;Solteiro;63
608;986;Solteiro;613
382;987;Casado;383
587;988;Divorciado;589
736;989;Divorciado;738
994;990;Casado;998
680;991;Solteiro;684
937;992;Divorciado;939
868;993;Divorciado;870
325;994;Solteiro;327
63;995;Solteiro;67
165;996;Solteiro;171
865;997;Casado;873
80;998;Solteiro;84
619;999;Divorciado;621
787;1000;Viúvo;791
